id,edited,likeCount,collectionCount,shareCount,wordCount,lfFreq,emojiPerWord,withImages,withVideos,imageCount,videoCount,imageTextRatio,videoTextRatio,mediaTextRatio,linkPerWord,utmLinkRatio,authorUseNickname,authorSuspicious,authorHasCreatorBadge,authorHasOfficialCreatorBadge,postCount,timeDiffDays,postFreq,maxPostsPerDay,maxPostsPer12h,postIntervalStd,businessHourRatio,weekendRatio,travelPostRatio,forumVariety,forumEvenness,avgLikes,commentCount,totalCommentCount,subcomDepth,authorReplyRatio,authorReplyLinkRatio,authorReplyUTMLinkRatio,firstCommentTimeDiff,first30MinCommentRatio
261229768,0,201,376,80,6579,0.03739170086639307,0.00364797081623347,1,0,55,0,8.359933120535034,0.0,8.359933120535034,0.0,0,1,0,1,1,242,2141.9954282407407,0.11297876587848693,2,2,24.282899215879535,0.45454545454545453,0.11570247933884298,0.08677685950413223,4.169925001442312,0.6026470402187823,109.06198347107438,8,21,0.6190476190476191,0.38095238095238093,0.0,0,149.18336666666667,0.0
261229574,0,18,8,0,3931,0.051640803866700585,0.0,1,0,7,0,1.7807173747138134,0.0,1.7807173747138134,0.0002543881963876876,1.0,1,0,1,1,379,2593.8181134259257,0.1461166448172479,2,2,22.02583426467342,0.37994722955145116,0.32189973614775724,0.10026385224274406,4.0,0.37659148863014286,118.16094986807389,5,8,0.375,0.375,0.0,0,2426.2158333333336,0.0
261229536,1,18,9,2,724,0.04281767955801105,0.0013812154696132596,1,0,4,0,5.524861878453039,0.0,5.524861878453039,0.0,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,18.0,5,5,0.0,0.0,0,0,119.14958333333334,0.0
261229423,1,2,0,0,249,0.04417670682730924,0.01606425702811245,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,6,30.241319444444443,0.19840404156380964,2,2,5.64432395096239,0.16666666666666666,0.16666666666666666,1.0,1.0,0,1.6666666666666667,8,25,0.68,0.52,0.0,0,21.176750000000002,0.08
261229324,1,1,0,0,137,0.014598540145985401,0.014598540145985401,1,0,1,0,7.299270072992701,0.0,7.299270072992701,0.0,0,1,0,0,0,5,719.707175925926,0.006947269899827443,1,1,197.82823122192895,0.6,0.2,0.2,2.321928094887362,0.9609640474436811,9.2,0,0,0,0,0,0,1469149.5069666666,0
261229080,1,16,33,4,2547,0.046329014526894384,0.011778563015312132,1,0,14,0,5.496662740478995,0.0,5.496662740478995,0.0035335689045936395,0.0,1,0,0,0,2,1.9825,1.008827238335435,1,1,0,1.0,0.0,1.0,1.0,0,27.0,1,1,0.0,0.0,0,0,285.3460666666667,0.0
261228617,1,20,18,6,2050,0.07414634146341463,0.016585365853658537,1,0,10,0,4.878048780487805,0.0,4.878048780487805,0.000975609756097561,0.5,1,0,0,0,14,356.4589699074074,0.03927520747657604,1,1,29.146663272970095,0.21428571428571427,0.21428571428571427,0.7857142857142857,1.584962500721156,0.74959525725948,12.357142857142858,4,6,0.3333333333333333,0.3333333333333333,0.0,0,149.52423333333334,0.0
261228549,0,2,1,0,312,0.09615384615384616,0.041666666666666664,1,0,1,0,3.205128205128205,0.0,3.205128205128205,0.0,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,2.0,3,5,0.4,0.4,0.0,0,186.47155,0.0
261228391,0,2,0,0,105,0.009523809523809525,0.0,1,0,1,0,9.523809523809526,0.0,9.523809523809526,0.0,0,1,0,0,0,12,642.5535416666667,0.018675486511013837,1,1,66.23282752865052,0.3333333333333333,0.08333333333333333,0.08333333333333333,3.321928094887362,0.9731973151785931,3.5,2,2,0.0,0.0,0,0,1921.73805,0.0
261228056,1,32,41,7,2080,0.03990384615384615,0.011057692307692308,1,1,8,1,3.8461538461538463,0.4807692307692308,4.3269230769230775,0.002403846153846154,0.0,1,0,1,1,248,653.2095023148148,0.3796637971755595,20,23,4.766290145080143,0.2056451612903226,0.35080645161290325,0.6088709677419355,4.169925001442312,0.5375592748937569,40.30241935483871,0,0,0,0,0,0,1469149.5069666666,0
261227899,1,40,124,17,8227,0.03962562294882703,0.006806855475872129,1,1,44,1,5.348243588185244,0.12155099064057372,5.469794578825817,0.00036465297192172114,0.0,1,0,0,0,2,28.48616898148148,0.07020951119471966,1,1,0,0.5,0.0,0.5,1.584962500721156,1.0,20.5,1,2,0.5,0.5,0.0,0,6391.66765,0.0
261227864,0,1,0,0,1191,0.0218303946263644,0.009235936188077247,1,0,7,0,5.877413937867338,0.0,5.877413937867338,0.0,0,1,0,0,0,8,16.701319444444444,0.4790040707029967,1,1,2.9292140806589297,0.5,0.125,1.0,1.0,0,6.5,0,0,0,0,0,0,1469149.5069666666,0
261226443,1,6,0,0,1341,0.08053691275167785,0.0,1,0,4,0,2.9828486204325126,0.0,2.9828486204325126,0.0,0,1,0,0,0,35,528.1759606481481,0.06626579512829389,2,2,64.47916952066002,0.4,0.34285714285714286,0.9142857142857143,2.321928094887362,0.2789272227581975,12.028571428571428,2,5,0.6,0.4,0.0,0,1212.92885,0.0
261226370,1,125,45,13,820,0.054878048780487805,0.0012195121951219512,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,11.276527777777778,0.17735955955709376,1,1,0,0.0,0.5,0.5,1.584962500721156,1.0,117.0,61,88,0.3068181818181818,0.056818181818181816,0.0,0,31.797833333333333,0.0
261225783,1,1,0,0,75,0.02666666666666667,0.013333333333333334,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,9,521.5918518518519,0.01725487077308922,2,1,90.62407900526553,0.1111111111111111,0.2222222222222222,0.4444444444444444,2.807354922057604,0.8824252235446576,14.11111111111111,6,6,0.0,0.0,0,0,10.289016666666667,0.3333333333333333
261224835,0,12,10,5,7027,0.023053934822826243,0.004980788387647645,1,0,57,0,8.111569659883306,0.0,8.111569659883306,0.0,0,1,0,0,0,24,307.0525347222222,0.07816252037037184,2,2,30.945073557367916,0.125,0.5416666666666666,0.5833333333333334,2.584962500721156,0.6654786657647886,21.583333333333332,0,0,0,0,0,0,1469149.5069666666,0
261224334,0,3,1,0,83,0.060240963855421686,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,4,727.1373958333334,0.005501023634489069,1,1,221.27586920142724,0.0,0.0,0.75,1.584962500721156,0.8112781244591328,0.75,1,1,0.0,0.0,0,0,116.28136666666666,0.0
261224242,0,88,122,29,4211,0.036570885775350274,0.004511992400854904,1,1,21,6,4.986938969365947,1.4248397055331277,6.411778674899074,0.0,0,1,0,1,1,162,1447.5794097222222,0.11191095902026292,2,2,9.116971337884296,0.4074074074074074,0.24074074074074073,0.05555555555555555,4.169925001442312,0.5900204544946026,368.7654320987654,12,23,0.4782608695652174,0.391304347826087,0.0,0,43.385016666666665,0.0
261224145,0,1,0,0,319,0.025078369905956112,0.009404388714733543,1,1,1,1,3.134796238244514,3.134796238244514,6.269592476489028,0.003134796238244514,0.0,1,0,0,0,10,32.7478587962963,0.30536347619560933,3,2,2.8729276467010303,0.3,0.5,1.0,1.0,0,1.8,0,0,0,0,0,0,1469149.5069666666,0
261223383,0,3,1,2,868,0.03110599078341014,0.00576036866359447,1,0,3,0,3.4562211981566824,0.0,3.4562211981566824,0.002304147465437788,0.0,1,0,0,0,36,105.9097800925926,0.3399119511769987,3,3,4.338595989329938,0.4444444444444444,0.19444444444444445,0.5277777777777778,3.0,0.706543657236522,3.1944444444444446,3,6,0.5,0.5,0.0,0,95.96045000000001,0.0
261223119,0,3,7,0,514,0.011673151750972763,0.005836575875486381,1,0,5,0,9.72762645914397,0.0,9.72762645914397,0.0,0,1,0,0,0,24,913.1747337962963,0.026281936098063053,2,2,39.74101186181178,0.375,0.3333333333333333,0.125,2.321928094887362,0.6934210940655059,1.4583333333333333,2,5,0.6,0.4,0.0,0,110.11296666666667,0.0
261222104,1,33,76,13,885,0.0519774011299435,0.011299435028248588,1,0,4,0,4.519774011299435,0.0,4.519774011299435,0.0,0,1,0,0,0,15,3047.5694328703703,0.004921955128639076,1,1,489.57485294727707,0.6666666666666666,0.13333333333333333,0.3333333333333333,2.584962500721156,0.8794182889221216,71.66666666666667,3,3,0.0,0.0,0,0,29.305266666666668,0.3333333333333333
261221329,0,1,0,1,75,0.06666666666666667,0.013333333333333334,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0,0,0,1469149.5069666666,0
261221066,0,5,1,1,2486,0.029364440868865648,0.00040225261464199515,1,0,22,0,8.849557522123893,0.0,8.849557522123893,0.0,0,1,0,0,0,10,171.19773148148147,0.058411988952562166,2,2,15.038755378885106,0.5,0.1,1.0,1.0,0,5.5,0,0,0,0,0,0,1469149.5069666666,0
261220754,1,2,0,0,178,0.056179775280898875,0.033707865168539325,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,2.0,0,0,0,0,0,0,1469149.5069666666,0
261220083,1,3,0,1,460,0.0391304347826087,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,3,57.0858912037037,0.052552389684079444,1,1,13.406867185576987,0.0,0.3333333333333333,0.3333333333333333,2.0,1.0,11.0,1,2,0.5,0.5,0.0,0,11171.339616666666,0.0
261220066,1,1,0,0,193,0.05699481865284974,0.03626943005181347,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,5,2996.9753819444445,0.0016683487058729153,1,1,1153.6882981868148,0.0,0.2,0.6,2.0,0.8649735207179273,11.4,0,0,0,0,0,0,1469149.5069666666,0
261219919,0,3,0,1,129,0.046511627906976744,0.023255813953488372,1,1,1,1,7.751937984496124,7.751937984496124,15.503875968992247,0.007751937984496124,0.0,1,0,1,0,115,192.8157523148148,0.5964242994640645,5,4,2.0623892452696326,0.4782608695652174,0.19130434782608696,0.13043478260869565,2.0,0.7886424734095034,54.495652173913044,1,1,0.0,1.0,1.0,0.0,8164.894283333333,0.0
261219316,0,3,0,0,346,0.02601156069364162,0.002890173410404624,1,0,1,0,2.890173410404624,0.0,2.890173410404624,0.002890173410404624,0.0,1,0,0,0,9,521.8674305555555,0.017245759120125628,1,1,55.134657947588394,0.1111111111111111,0.5555555555555556,1.0,1.0,0,1.7777777777777777,1,2,0.5,0.5,0.0,0,1558.4320666666667,0.0
261218955,0,3,2,0,694,0.056195965417867436,0.004322766570605188,1,1,3,1,4.322766570605188,1.440922190201729,5.763688760806916,0.0,0,1,0,0,0,14,1423.504861111111,0.009834880359363406,2,2,277.26690988578207,0.35714285714285715,0.21428571428571427,0.07142857142857142,2.0,0.463436782324667,11.428571428571429,1,6,0.8333333333333334,0.5,0.0,0,1717.7468833333332,0.0
261218858,0,1,0,0,90,0.0,0.011111111111111112,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,663.3634953703704,0.0030149382864116695,1,1,0,0.5,0.0,0.5,1.584962500721156,1.0,0.5,0,0,0,0,0,0,1469149.5069666666,0
261218847,0,1,0,0,143,0.04895104895104895,0.006993006993006993,1,0,1,0,6.993006993006993,0.0,6.993006993006993,0.0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,1.0,5,5,0.0,0.0,0,0,7.5186,0.2
261218598,0,11,2,1,5719,0.03619513901031649,0.00017485574401119076,1,1,28,2,4.8959608323133414,0.3497114880223815,5.245672320335723,0.0008742787200559538,0.0,1,0,1,0,39,1724.096712962963,0.022620540777539198,1,1,100.30164157359309,0.05128205128205128,0.28205128205128205,0.46153846153846156,2.321928094887362,0.7802440653987368,29.76923076923077,0,0,0,0,0,0,1469149.5069666666,0
261218527,0,1,2,0,178,0.056179775280898875,0.028089887640449437,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,294.78994212962965,0.006784491986231093,1,1,0,0.0,0.0,0.5,1.584962500721156,1.0,9.5,4,5,0.2,0.0,0,0,1023.3081,0.0
261218351,0,6,3,1,3135,0.02934609250398724,0.0,1,0,22,0,7.017543859649123,0.0,7.017543859649123,0.0,0,1,0,0,0,3,6.094479166666667,0.492248790742988,1,1,1.2554057925798354,0.6666666666666666,0.0,1.0,1.0,0,13.333333333333334,0,0,0,0,0,0,1469149.5069666666,0
261218149,0,2,0,0,43,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,1032.7859027777777,0.0019365097786683634,1,1,0,0.0,0.5,1.0,1.0,0,2.5,1,5,0.8,0.4,0.0,0,1762.3704666666667,0.0
261217572,1,34,97,14,2849,0.048438048438048435,0.014742014742014743,1,0,11,0,3.8610038610038613,0.0,3.8610038610038613,0.001755001755001755,0.0,1,0,0,0,2,1.9825,1.008827238335435,1,1,0,1.0,0.0,1.0,1.0,0,27.0,1,2,0.5,0.5,0.0,0,35920.35665,0.0
261217006,1,71,115,30,9878,0.0399878517918607,0.008807450900992103,1,1,61,2,6.175339137477223,0.2024701356549909,6.377809273132213,0.0015185260174124316,0.06666666666666667,1,0,1,1,66,2813.5794791666667,0.023457663267983476,1,1,151.73132665022948,0.9242424242424242,0.030303030303030304,0.19696969696969696,3.4594316186372973,0.8490877387586018,148.95454545454547,7,15,0.5333333333333333,0.4666666666666667,0.0,0,152.37883333333332,0.0
261216003,0,1,1,0,244,0.06967213114754098,0.004098360655737705,1,0,1,0,4.0983606557377055,0.0,4.0983606557377055,0.0,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,1.0,0,0,0,0,0,0,1469149.5069666666,0
261215909,0,0,3,1,83,0.03614457831325301,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,0.0,2,11,0.8181818181818182,0.09090909090909091,0.0,0,113.431,0.0
261215878,0,4,0,1,836,0.02631578947368421,0.011961722488038277,1,0,5,0,5.980861244019139,0.0,5.980861244019139,0.0,0,1,0,1,1,193,1626.7230555555554,0.11864342817351108,4,3,14.111040822959364,0.3471502590673575,0.3005181347150259,0.06735751295336788,4.643856189774724,0.5376407301053289,60.170984455958546,2,5,0.6,0.4,0.0,0,1960.3219,0.0
261215583,0,2,3,1,214,0.06542056074766354,0.004672897196261682,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,2.0,1,4,0.75,0.0,0,0,21.7609,0.25
261215314,1,1,0,1,85,0.09411764705882353,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,11,1820.489548611111,0.006042330761191201,1,1,176.7370602811646,0.5454545454545454,0.0,0.09090909090909091,3.321928094887362,0.9766146686727135,22.0,0,0,0,0,0,0,1469149.5069666666,0
261214970,1,2,6,0,278,0.07553956834532374,0.017985611510791366,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,3,966.8156712962963,0.003102969975628996,1,1,268.78839434075627,0.3333333333333333,0.0,0.6666666666666666,1.584962500721156,0.9182958340544896,1.0,7,15,0.5333333333333333,0.26666666666666666,0.0,0,84.37698333333333,0.0
261214386,1,0,0,0,137,0.058394160583941604,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,3,442.6002199074074,0.006778125868594472,1,1,214.07871657666684,0.3333333333333333,0.0,0.6666666666666666,1.584962500721156,0.9182958340544896,1.3333333333333333,0,0,0,0,0,0,1469149.5069666666,0
261213955,0,4,0,0,80,0.075,0.0125,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,3,664.3896990740741,0.004515422205041629,1,1,111.55106178084685,0.3333333333333333,0.0,0.6666666666666666,1.584962500721156,0.9182958340544896,3.3333333333333335,3,3,0.0,0.0,0,0,553.3592166666666,0.0
261213698,0,2,1,0,211,0.009478672985781991,0.0,1,0,1,0,4.739336492890995,0.0,4.739336492890995,0.0,0,1,0,0,0,3,42.10464120370371,0.07125105247865422,1,1,12.83702269603379,0.0,0.0,0.3333333333333333,2.0,1.0,1.3333333333333333,0,0,0,0,0,0,1469149.5069666666,0
261213663,0,31,51,12,4105,0.03239951278928136,0.013885505481120585,1,0,24,0,5.8465286236297205,0.0,5.8465286236297205,0.0,0,1,0,0,0,12,417.4171527777778,0.028748219665013366,2,2,62.715059345689355,0.4166666666666667,0.08333333333333333,0.5833333333333334,2.584962500721156,0.7668937437992748,25.583333333333332,3,8,0.625,0.25,0.0,0,643.9565833333332,0.0
261212706,1,23,50,12,1901,0.03840084166228301,0.014729089952656496,1,0,6,0,3.156233561283535,0.0,3.156233561283535,0.0015781167806417674,0.0,1,0,1,1,89,2946.551215277778,0.030204803343833877,2,2,129.21756511891988,0.16853932584269662,0.2696629213483146,0.19101123595505617,3.0,0.48141910383438086,88.92134831460675,2,2,0.0,0.0,0,0,749.7777666666666,0.0
261212660,1,21,17,8,7224,0.031423034330011076,0.015780730897009966,1,1,35,8,4.844961240310077,1.1074197120708749,5.952380952380952,0.0013842746400885937,0.0,1,0,1,0,43,938.193738425926,0.04583275099676549,2,2,20.929732134533456,0.046511627906976744,0.6046511627906976,0.32558139534883723,2.807354922057604,0.64761400577189,26.88372093023256,1,2,0.5,0.5,0.0,0,837.7891666666667,0.0
261212547,1,0,1,0,163,0.11042944785276074,0.018404907975460124,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,0.0,0,0,0,0,0,0,1469149.5069666666,0
261212203,0,2,0,0,234,0.05555555555555555,0.01282051282051282,1,1,1,1,4.273504273504274,4.273504273504274,8.547008547008549,0.004273504273504274,0.0,1,0,0,0,110,547.1188310185186,0.20105321506705146,3,3,6.2167994913860465,0.15454545454545454,0.37272727272727274,0.7363636363636363,2.807354922057604,0.49423662912493277,3.190909090909091,0,0,0,0,0,0,1469149.5069666666,0
261211808,1,1,0,0,50,0.06,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,34.920081018518516,0.05727363573238496,1,1,0,0.0,0.0,0.5,1.584962500721156,1.0,1.5,1,2,0.5,0.5,0.0,0,3205.6510333333335,0.0
261210917,1,24,67,13,2629,0.034613921643210345,0.008748573602130088,1,1,17,1,6.466337010270064,0.3803727653100038,6.846709775580068,0.0011411182959300114,0.0,1,0,0,0,15,3047.5694328703703,0.004921955128639076,1,1,489.57485294727707,0.6666666666666666,0.13333333333333333,0.3333333333333333,2.584962500721156,0.8794182889221216,71.66666666666667,2,4,0.5,0.5,0.0,0,13.562616666666665,0.25
261210872,0,1,1,0,181,0.06077348066298342,0.0055248618784530384,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,1.0,3,4,0.25,0.25,0.0,0,370.6519833333333,0.0
261210670,0,14,23,0,1489,0.036937541974479515,0.004029550033579583,1,0,12,0,8.059100067159166,0.0,8.059100067159166,0.0,0,1,0,1,0,311,338.93011574074075,0.9175932900512581,14,14,3.561512471216879,0.3022508038585209,0.4180064308681672,0.006430868167202572,2.584962500721156,0.1138942843146931,79.0032154340836,2,5,0.6,0.4,0.0,0,76.16561666666666,0.0
261210602,0,0,0,1,35,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,3,24.030625,0.12484069806757002,1,1,1.4314840398797137,1.0,0.0,0.3333333333333333,2.0,1.0,2.0,0,0,0,0,0,0,1469149.5069666666,0
261209196,1,5,2,0,2993,0.02639492148346141,0.011693952555963916,1,0,19,0,6.348145673237554,0.0,6.348145673237554,0.0,0,1,0,0,0,2,25.232974537037038,0.07926136480914661,1,1,0,0.5,0.5,1.0,1.0,0,4.0,0,0,0,0,0,0,1469149.5069666666,0
261208701,0,2,0,0,163,0.018404907975460124,0.012269938650306749,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,3,3342.6874421296297,0.0008974814582390918,1,1,2146.151639145225,0.6666666666666666,0.0,0.3333333333333333,2.0,1.0,14.666666666666666,1,1,0.0,0.0,0,0,1831.0489333333333,0.0
261208501,1,1,1,2,820,0.036585365853658534,0.01951219512195122,1,0,4,0,4.878048780487805,0.0,4.878048780487805,0.0012195121951219512,0.0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,1.0,0,0,0,0,0,0,1469149.5069666666,0
261208325,1,2,1,0,714,0.05182072829131653,0.01680672268907563,1,0,2,0,2.8011204481792715,0.0,2.8011204481792715,0.0,0,1,0,0,0,36,105.9097800925926,0.3399119511769987,3,3,4.338595989329938,0.4444444444444444,0.19444444444444445,0.5277777777777778,3.0,0.706543657236522,3.1944444444444446,0,0,0,0,0,0,1469149.5069666666,0
261207888,0,0,2,0,255,0.09019607843137255,0.0,1,0,1,0,3.9215686274509802,0.0,3.9215686274509802,0.0,0,1,0,0,0,10,171.19773148148147,0.058411988952562166,2,2,15.038755378885106,0.5,0.1,1.0,1.0,0,5.5,0,0,0,0,0,0,1469149.5069666666,0
261207645,0,3,2,0,201,0.08955223880597014,0.01990049751243781,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,7,1047.1233680555556,0.006684981171796953,1,1,181.3981871197669,0.0,0.5714285714285714,0.2857142857142857,2.807354922057604,0.9755037590061086,2.5714285714285716,1,3,0.6666666666666666,0.3333333333333333,0.0,0,2301.517066666667,0.0
261207508,0,5,0,0,707,0.02545968882602546,0.005657708628005658,1,0,4,0,5.657708628005658,0.0,5.657708628005658,0.0,0,1,0,0,0,4,0.47108796296296296,8.49098324406663,4,4,0.2289602111494123,0.25,0.0,0.25,2.321928094887362,1.0,11.25,0,0,0,0,0,0,1469149.5069666666,0
261207234,0,7,3,2,454,0.07929515418502203,0.006607929515418502,1,1,1,1,2.2026431718061676,2.2026431718061676,4.405286343612335,0.0,0,1,0,0,0,668,1079.3903009259259,0.6188678918339123,11,12,2.6807441211662937,0.10179640718562874,0.2904191616766467,0.08982035928143713,3.700439718141092,0.183626929292949,10.386227544910179,0,0,0,0,0,0,1469149.5069666666,0
261207167,0,3,0,1,222,0.07207207207207207,0.018018018018018018,1,1,1,1,4.504504504504505,4.504504504504505,9.00900900900901,0.0,0,1,0,0,0,668,1079.3903009259259,0.6188678918339123,11,12,2.6807441211662937,0.10179640718562874,0.2904191616766467,0.08982035928143713,3.700439718141092,0.183626929292949,10.386227544910179,0,0,0,0,0,0,1469149.5069666666,0
261206585,0,1,0,0,176,0.028409090909090908,0.005681818181818182,1,0,1,0,5.681818181818182,0.0,5.681818181818182,0.0,0,1,0,0,0,15,897.9173842592593,0.01670532307643683,2,2,123.6405964586309,0.13333333333333333,0.2,0.4666666666666667,3.0,0.8120808359231131,2.066666666666667,0,0,0,0,0,0,1469149.5069666666,0
261206568,1,1,0,0,96,0.052083333333333336,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,11,927.6440162037037,0.011857997041814025,1,1,106.74668561089783,0.18181818181818182,0.36363636363636365,0.2727272727272727,3.0,0.948769510358905,48.27272727272727,1,6,0.8333333333333334,0.5,0.0,0,17285.876433333335,0.0
261206445,0,0,0,0,34,0.029411764705882353,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,0.0,1,1,0.0,0.0,0,0,811.8553333333333,0.0
261206328,1,35,74,11,1381,0.055756698044895005,0.010137581462708182,1,1,6,1,4.344677769732078,0.724112961622013,5.068790731354091,0.000724112961622013,0.0,1,0,0,0,21,974.0019444444445,0.02156053190630751,1,1,58.21071428622157,0.09523809523809523,0.5238095238095238,0.6666666666666666,2.584962500721156,0.6344418805926771,39.61904761904762,1,2,0.5,0.5,0.0,0,1130.5254,0.0
261205758,1,3,0,0,2136,0.015917602996254682,0.0014044943820224719,1,1,16,1,7.49063670411985,0.4681647940074906,7.958801498127341,0.0014044943820224719,0.0,1,0,0,0,14,1387.502511574074,0.010090071825612393,1,1,231.41377312993026,0.14285714285714285,0.21428571428571427,0.5,2.807354922057604,0.7984806893213606,51.285714285714285,1,1,0.0,0.0,0,0,1292.5230999999999,0.0
261205727,0,12,21,11,3189,0.03449357165255566,0.002508623392913139,1,0,15,0,4.703668861712135,0.0,4.703668861712135,0.00031357792411414236,0.0,1,0,1,0,24,810.8650925925926,0.029598018485743904,2,2,60.56966844608764,0.16666666666666666,0.25,0.3333333333333333,3.4594316186372973,0.8690260913756767,53.875,3,3,0.0,0.0,0,0,101.82715,0.0
261205704,0,1,0,0,175,0.06857142857142857,0.011428571428571429,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0,0,0,1469149.5069666666,0
261205391,0,16,11,7,1970,0.03908629441624366,0.006091370558375634,1,0,17,0,8.629441624365482,0.0,8.629441624365482,0.0,0,1,0,1,0,311,338.93011574074075,0.9175932900512581,14,14,3.561512471216879,0.3022508038585209,0.4180064308681672,0.006430868167202572,2.584962500721156,0.1138942843146931,79.0032154340836,9,15,0.4,0.3333333333333333,0.0,0,216.41078333333334,0.0
261205285,1,30,49,5,3691,0.05147656461663506,0.000270929287455974,1,0,21,0,5.689515036575454,0.0,5.689515036575454,0.00270929287455974,0.0,1,0,0,0,7,958.9261458333333,0.007299832245075357,1,2,289.7436894238331,0.14285714285714285,0.2857142857142857,0.8571428571428571,1.584962500721156,0.5916727785823275,15.857142857142858,1,5,0.8,0.4,0.0,0,155.59431666666666,0.0
261204896,0,16,19,4,1017,0.017699115044247787,0.004916420845624385,1,0,6,0,5.899705014749262,0.0,5.899705014749262,0.0009832841691248771,0.0,1,0,0,0,8,881.1198263888889,0.009079355338974224,2,2,200.33106923034146,0.625,0.0,0.125,1.584962500721156,0.5435644431995964,19.25,1,1,0.0,0.0,0,0,22813.36025,0.0
261204752,1,26,51,11,2266,0.016328331862312445,0.002206531332744925,1,0,7,0,3.089143865842895,0.0,3.089143865842895,0.0,0,1,0,0,0,3,1292.848888888889,0.002320456803407462,1,1,569.4982544131561,0.0,0.0,0.3333333333333333,2.0,1.0,9.666666666666666,1,4,0.75,0.25,0.0,0,3053.1600833333337,0.0
261204611,0,4,3,0,2871,0.01637060257749913,0.0020898641588296763,1,0,9,0,3.134796238244514,0.0,3.134796238244514,0.00034831069313827936,0.0,1,0,0,0,15,37.18037037037037,0.40343869226095014,12,12,9.314244351529139,0.06666666666666667,0.8,0.8666666666666667,2.0,0.4415516705081735,4.066666666666666,1,2,0.5,0.5,0.0,0,3331.6275,0.0
261204506,1,20,52,9,7986,0.02291510142749812,0.004257450538442274,1,1,55,1,6.887052341597796,0.12521913348359628,7.012271475081392,0.00012521913348359628,0.0,1,0,0,0,2,0.1743287037037037,11.47258000265569,2,2,0,1.0,0.0,1.0,1.0,0,17.0,3,6,0.5,0.3333333333333333,0.5,0.0,1085.56555,0.0
261203764,0,27,6,0,50,0.08,0.02,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,1,0,35,474.9909375,0.07368561637031233,2,2,12.942864491787546,0.6857142857142857,0.11428571428571428,0.02857142857142857,2.0,0.23542512201487636,589.1142857142858,1,1,0.0,0.0,0,0,254.7493166666667,0.0
261203744,0,3,4,1,3592,0.03173719376391982,0.005289532293986637,1,1,11,5,3.062360801781737,1.3919821826280623,4.4543429844097995,0.00027839643652561246,0.0,1,0,1,0,20,1123.0706365740741,0.017808318861411942,1,1,87.16920852047018,0.5,0.2,0.05,2.807354922057604,0.8106352968964645,113.0,0,0,0,0,0,0,1469149.5069666666,0
