label,edited,likeCount,collectionCount,shareCount,wordCount,lfFreq,emojiPerWord,withImages,withVideos,imageCount,videoCount,imageTextRatio,videoTextRatio,mediaTextRatio,linkPerWord,utmLinkRatio,authorSuspicious,authorHasCreatorBadge,authorHasOfficialCreatorBadge,postCount,timeDiffDays,postFreq,maxPostsPerDay,maxPostsPer12h,postIntervalStd,businessHourRatio,weekendRatio,travelPostRatio,forumVariety,forumEvenness,avgLikes,commentCount,totalCommentCount,subcomDepth,authorReplyRatio,authorReplyLinkRatio,authorReplyUTMLinkRatio,firstCommentTimeDiff,first30MinCommentRatio,text_length,expected_sentiment_value,sentiment_volatility,bert_article_pca_001,bert_article_pca_002,bert_article_pca_003,bert_article_pca_004,bert_article_pca_005,bert_article_pca_006,bert_article_pca_007,bert_article_pca_008,bert_article_pca_009,bert_article_pca_010,bert_article_pca_011,bert_article_pca_012,bert_article_pca_013,bert_article_pca_014,bert_article_pca_015,bert_article_pca_016,bert_article_pca_017,bert_article_pca_018,bert_article_pca_019,bert_article_pca_020,bert_article_pca_021,bert_article_pca_022,bert_article_pca_023,bert_article_pca_024,bert_article_pca_025,bert_article_pca_026,bert_article_pca_027,bert_article_pca_028,bert_article_pca_029,bert_article_pca_030,bert_article_pca_031,bert_article_pca_032,bert_article_pca_033,bert_article_pca_034,bert_article_pca_035,bert_article_pca_036,bert_article_pca_037,bert_article_pca_038,bert_article_pca_039,bert_article_pca_040,bert_article_pca_041,bert_article_pca_042,bert_article_pca_043,bert_article_pca_044,bert_article_pca_045,bert_article_pca_046,bert_article_pca_047,bert_article_pca_048,bert_article_pca_049,bert_article_pca_050,bert_article_pca_051,bert_article_pca_052,bert_article_pca_053,bert_article_pca_054,bert_article_pca_055,bert_article_pca_056,bert_article_pca_057,bert_article_pca_058,bert_article_pca_059,bert_article_pca_060,bert_article_pca_061,bert_article_pca_062,bert_article_pca_063,bert_article_pca_064,bert_article_pca_065,bert_article_pca_066,bert_article_pca_067,bert_article_pca_068,bert_article_pca_069,bert_article_pca_070,bert_article_pca_071,bert_article_pca_072,bert_article_pca_073,bert_article_pca_074,bert_article_pca_075,bert_article_pca_076,bert_article_pca_077,bert_article_pca_078,bert_article_pca_079,bert_article_pca_080,bert_article_pca_081,bert_article_pca_082,bert_article_pca_083,bert_article_pca_084,bert_article_pca_085,bert_article_pca_086,bert_article_pca_087,bert_article_pca_088,bert_article_pca_089,bert_article_pca_090,bert_article_pca_091,bert_article_pca_092,bert_article_pca_093,bert_article_pca_094,bert_article_pca_095,bert_article_pca_096,bert_article_pca_097,bert_article_pca_098,bert_article_pca_099,bert_article_pca_100,bert_article_pca_101,bert_article_pca_102,bert_article_pca_103,bert_article_pca_104,bert_article_pca_105,bert_article_pca_106,bert_article_pca_107,bert_article_pca_108,bert_article_pca_109,bert_article_pca_110,bert_article_pca_111,bert_article_pca_112,bert_article_pca_113,bert_article_pca_114,bert_article_pca_115,bert_article_pca_116,bert_article_pca_117,bert_article_pca_118,bert_article_pca_119,bert_article_pca_120,bert_article_pca_121,bert_article_pca_122,bert_article_pca_123,bert_article_pca_124,bert_article_pca_125,bert_article_pca_126,bert_article_pca_127,bert_article_pca_128,cat_freq_cta_click,cat_freq_promotion,cat_freq_urgency,cat_freq_disclosure,cat_freq_platform_brand,cat_freq_recommendation,cat_freq_lottery
F,1.0,122.0,323.0,92.0,4846.0,0.0222864217911679,0.0169211721007016,1.0,0.0,19.0,0.0,3.920759389186958,0.0,3.920759389186958,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,122.0,14.0,36.0,0.6111111111111112,0.2777777777777778,0.2,0.0,451.17331666666666,0.0,3232,2.972,0.9547,1.0799407,2.4254785,0.33202052,-0.94112295,1.2187654,0.051834665,-0.042376973,0.05698389,0.025360849,0.096964575,-0.14120448,-0.18203299,0.42010793,-0.23430115,-0.85196775,0.0005703299,0.35261145,-0.6182734,0.1272342,-0.3466891,-0.06124338,-0.26099792,-0.29376918,-1.1409183,0.5502718,0.18700814,0.4695061,0.29803452,-0.35190377,-0.24940766,0.7738366,0.079628944,-0.010349215,0.19167857,-0.31058386,0.23467068,-0.49615553,0.03905188,-0.2812213,0.15922657,0.10984914,-0.21255895,-0.008531617,0.055347938,-0.12953724,0.10852243,0.45511127,0.0014228941,0.5188864,0.043367635,-0.027740479,0.0423097,-0.10859849,0.27027044,-0.02886888,-0.043200027,0.028323626,-0.065027855,0.07486966,-0.17952181,-0.17028001,-0.04384501,-0.10958183,0.02208844,0.0026053337,-0.2000474,-0.026784182,-0.17863548,0.14824973,0.029751917,0.20774421,-0.06857748,-0.23973352,0.14499605,-0.10575,0.1530497,-0.081737004,-0.20830852,0.21427873,-0.069695085,-0.23111227,0.01352965,0.18300965,-0.0203305,-0.13350795,-0.1571618,-0.11709993,0.062181577,-0.072431006,-0.069611646,0.20989561,0.5084871,0.0020080917,-0.05732867,0.09594652,-0.15017414,0.0450566,-0.06259442,-0.012806491,-0.19371569,0.18947522,0.14962028,0.069995835,-0.025219673,-0.034768436,0.120406695,-0.033850122,-0.26948836,0.033544432,0.057887226,-0.020401005,0.061969247,0.024559394,0.18731683,0.014352287,-0.100433044,-0.13522434,-0.13280858,-0.13413864,-0.06804287,0.016838579,0.0014517555,-0.050519522,-0.023530822,-0.013984338,0.17449045,-0.12060446,-0.03592717,0.0014444903012794056,0.0002063557573256294,0.0004127115146512588,0.0008254230293025176,0.0,0.0002063557573256294,0.0
F,0.0,191.0,171.0,59.0,2655.0,0.0327683615819209,0.0015065913370998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.43688657407408,0.0296573596677414,1.0,1.0,0.0,0.5,0.0,0.5,1.584962500721156,1.0,96.0,22.0,48.0,0.5416666666666666,0.0625,0.0,0.0,287.0681666666667,0.0,2757,1.503,0.1976,-1.664308,0.6239424,2.5791364,-1.0323526,0.0585338,2.2796588,-1.0523977,-0.06829692,-1.0411859,0.18107028,-0.2439751,0.060283314,0.7898445,-0.3475118,0.09742907,-0.17021935,-0.0128948,-0.2596128,0.028619314,-0.93381774,0.71166116,-0.2334843,-0.45962235,0.16036297,-0.96976674,0.22558081,0.69846296,-0.24993995,-0.7033121,-1.0130926,0.14619789,-0.53006434,0.40609235,-0.03907514,-0.03330234,0.06589159,-0.44553247,-0.5713863,-0.5343745,-0.22221863,-0.037993137,-0.43471044,-0.50874907,0.3336165,0.432364,-0.07427182,0.402904,0.2079274,0.3880764,0.40909383,0.075155266,-0.07790511,-0.2481803,0.14476937,0.28983554,0.28411072,-0.5083361,-0.14039128,0.009303654,-0.11599647,0.13510425,-0.012479868,-0.047171164,0.2928706,0.2470705,0.14999852,0.038667288,-0.17601731,0.04325611,0.2824236,0.45564416,0.16054432,0.3359002,0.098987855,-0.01639552,0.20746222,0.19894162,0.1816662,0.3787599,-0.2516977,0.12075227,-0.007865867,0.30925897,0.26549459,-0.23869228,0.091011815,0.023664987,-0.017530084,0.006622501,-0.01627861,0.18265839,0.0280794,0.020894611,-0.15478939,-0.17832112,-0.15890124,-0.16110896,-0.22661948,0.0761508,0.006934161,0.007407115,-0.17235827,-0.26634157,0.09514092,-0.120907776,-0.1243514,-0.13574208,-0.19935817,-0.22690037,-0.16754186,0.0024966986,0.12607598,0.15676245,0.018991297,-0.07219787,-0.15905896,-0.5874976,0.11869102,0.07465956,-0.14409605,-0.17568398,-0.09647006,0.044287387,-0.030943481,0.22738731,-0.19488315,0.3536507,0.04226704,0.0,0.0026365348399246705,0.0,0.0,0.0003766478342749529,0.0,0.0
F,1.0,67.0,28.0,24.0,2534.0,0.0485398579321231,0.0019731649565903,1.0,0.0,17.0,0.0,6.708760852407261,0.0,6.708760852407261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,12.0,30.0,0.6,0.3666666666666666,0.0,0.0,125.42778333333334,0.0,1189,1.962,0.6179,5.9161916,-1.1796685,0.3000614,-1.046822,1.4542084,1.1983353,-0.6096357,-0.37970713,0.5701728,-0.78020334,0.34236735,-0.6876789,-0.12347219,-0.19033371,-0.36374205,-0.4115137,0.3459915,-0.06048182,0.09097431,-0.008971201,0.37495342,0.11929796,0.6357041,-0.47702903,-1.0560892,-0.05604799,-0.10283326,0.35141632,-0.27142948,-0.6687611,-0.288411,-0.14893335,0.3418012,-0.36114326,0.58040917,-0.7744572,0.20312798,-0.21612866,0.45146605,-0.6057135,-0.4000451,-0.19974422,-0.59093344,0.028518649,-0.12288369,-0.47104335,0.22653294,0.20186506,0.25512794,0.73731333,0.23067024,0.10341061,0.32768574,0.5587311,0.19371642,0.5639807,-0.06594022,-0.33425215,0.01587777,-0.17993115,0.026974939,0.04880662,-0.3601543,0.30924818,0.16428341,-0.12940368,0.4578645,0.231328,-0.22579409,-0.25081295,0.021900455,0.035045795,0.09731177,-0.13457279,0.36720774,-0.090846546,0.24098733,-0.2112304,-0.1393515,-0.0772869,0.12387174,-0.121256016,0.1474239,0.17034423,-0.2126112,0.09694955,-0.20392957,0.20018026,-0.2975725,0.007395828,-0.02032101,-0.42590642,0.051863827,-0.17312394,-0.06535538,0.20114022,0.31239498,-0.18373632,-0.21422262,-0.1882467,-0.30758145,-0.21243617,0.18990561,0.13379684,-0.25858074,0.31143686,-0.22769032,-0.22501352,0.060973577,0.20206994,0.044987783,-0.055743266,0.19743578,-0.15293834,-0.03835623,0.4102169,-0.24180603,0.007080376,-0.18934007,0.048280817,0.015157789,-0.19362941,-0.06453187,0.087547705,-0.05714711,-0.19035411,-0.051792245,-0.08996286,0.0011838989739542227,0.0,0.0,0.0003946329913180742,0.0003946329913180742,0.0,0.0
T,1.0,354.0,409.0,164.0,1934.0,0.0496380558428128,0.0025853154084798,1.0,0.0,2.0,0.0,1.034126163391934,0.0,1.034126163391934,0.0,0.0,0.0,0.0,0.0,20.0,279.4085416666667,0.071579773047382,2.0,2.0,24.855456770751264,0.5,0.05,0.9,2.0,0.3589962496465304,22.75,30.0,82.0,0.6341463414634146,0.2682926829268293,0.0,0.0,75.2869,0.0,1871,2.2492,0.274,-1.9712093,3.8793492,-1.1993997,-0.62679696,0.77079797,0.3818413,0.21407449,0.6706277,-0.61967146,0.09715614,0.5770815,-0.58337903,-1.4195197,-0.9054387,-0.6028599,-0.08925581,1.1053363,-0.37603283,1.0666245,-0.19514811,0.020724654,-0.70689976,-0.21317743,0.47387412,-1.1787735,-0.33839008,0.5434815,-0.43318117,-0.30721992,-0.10774367,0.77020466,-0.06913217,-0.079265565,0.059640106,-0.026193894,-0.1529433,-0.055626124,0.57087886,-0.040588632,0.01991888,-0.16523726,-0.09465757,-0.1395677,-0.07507387,0.24509373,0.5683417,-0.17360154,-0.37892473,-0.4273808,0.5825583,-0.1975655,-0.064334266,0.07871162,-0.07899327,0.16457465,0.5636367,0.16839808,-0.15450561,-0.01725898,-0.4224537,-0.3919577,0.10457258,-0.2633591,-0.078112565,0.2978061,-0.08007965,-0.23122069,0.090091445,0.1184054,0.24942312,0.15640874,-0.19077621,0.30445543,-0.00388337,-0.034720995,-0.3647196,-0.032291636,0.17811163,0.02999693,-0.48476383,-0.16442822,-0.024683097,0.08273462,-0.057975907,-0.0044706217,0.1639306,-0.0002919564,-0.18115437,-0.09606419,0.10162559,-0.1125961,-0.06871857,0.036792465,-0.23009413,-0.2711747,-0.015603436,-0.056344625,-0.12035638,-0.18133394,0.012963733,-0.07570745,0.5160417,-0.11732922,0.006734312,-0.10636915,0.1172452,-0.17681679,0.12999019,-0.113376714,-0.056764904,0.3067303,-0.031776402,-0.3288036,-0.07335735,0.08626838,-0.13199928,-0.29132292,-0.38720825,-0.016009992,0.113482386,-0.14227642,0.03762042,-0.040246643,-0.10551456,0.10071895,0.030398963,0.16145259,-0.134941,0.000517063081695967,0.0015511892450879006,0.0,0.000517063081695967,0.0,0.0,0.0
F,0.0,36.0,66.0,19.0,6517.0,0.0220960564676998,0.0069050176461562,1.0,1.0,47.0,6.0,7.211907319318705,0.9206690194874942,8.1325763388062,0.0010741138560687,0.0,0.0,0.0,0.0,29.0,884.6698726851852,0.0327805895683754,1.0,1.0,57.915178323553626,0.2413793103448276,0.3448275862068966,0.5517241379310345,2.0,0.8979176514941838,32.06896551724138,4.0,8.0,0.5,0.5,0.0,0.0,351.72415,0.0,1962,2.7815,0.5193,-1.9113303,2.400901,-0.00406103,0.22559257,-0.972703,-0.8262799,-0.02965489,1.4249463,-1.2889465,-0.058643024,-0.7523614,-0.3706125,0.8413854,-0.6463259,-0.41618037,0.9007122,-0.89947104,0.08457816,0.5539554,0.060948927,0.63189346,0.6023528,-1.305791,-0.0639342,-0.39912385,0.11728669,-0.11219776,0.45433816,0.48996156,-0.022185026,-0.42803,0.9476982,-0.78536904,0.006398086,0.42962292,0.24782018,0.034780107,0.087454714,-0.25541574,-0.315207,-0.6499667,-0.82152414,0.41965988,0.3420655,0.6375522,0.13210793,0.050668724,-0.38147378,-0.16969568,0.21022114,0.5799606,-0.19255036,-0.2526202,-0.25866503,-0.027966904,-0.23410249,0.25322282,-0.29867777,0.018610978,-0.018468281,-0.09066118,-0.38216063,-0.33167955,-0.2644655,0.019372879,-0.6417574,-0.054596808,-0.42182672,0.0467273,-0.11121422,-0.004306239,-0.30816993,0.4030527,0.115649186,0.13644871,0.008867352,0.062388994,0.1959115,-0.07547093,0.09133999,-0.00048103754,-0.26540068,-0.05825846,0.22776122,0.010598496,-0.25518715,-0.05605601,-0.053292003,-0.19253871,0.535459,-0.276438,-0.33361983,-0.18280771,0.10226608,-0.18625192,0.010365499,0.10316036,-0.069871284,0.0008966748,0.114998356,-0.19357629,-0.025109366,0.14668556,0.34145695,0.088466324,-0.27399945,-0.16297837,0.32250684,0.20658512,0.12309036,0.047829717,0.18902314,0.055574432,0.22416338,0.45330772,-0.152344,-0.29319808,-0.018893922,-0.16262224,-0.32632148,0.23437215,0.19580479,-0.23008278,0.2169195,-0.1218926,0.05090455,0.34946266,0.1523901,0.00015344483658124905,0.00015344483658124905,0.0,0.0009206690194874942,0.0,0.0,0.0
F,1.0,44.0,93.0,32.0,8261.0,0.0330468466287374,0.0024210144050357,1.0,0.0,60.0,0.0,7.26304321510713,0.0,7.26304321510713,0.0,0.0,0.0,1.0,0.0,21.0,824.9837731481482,0.0254550461275907,1.0,1.0,50.74570154254576,0.5238095238095238,0.238095238095238,0.4285714285714285,2.321928094887362,0.8502224015565039,72.19047619047619,6.0,12.0,0.5,0.4166666666666667,0.8,0.0,143.52293333333333,0.0,3444,2.6331,0.5624,-1.2006122,-0.71136856,0.12994401,-0.11157504,1.5245457,-0.3070711,-1.0166771,-0.66371256,0.6411732,0.42789564,-0.6538476,-0.20374383,-1.3292867,-0.16624683,0.86276066,0.0020494328,0.29593903,-0.2023319,-0.3903571,0.32950187,0.39818543,-0.29635444,-0.0937248,0.012981948,-0.43440145,-1.0005023,-0.6524982,-0.15576053,0.24647996,0.19581577,0.39469954,0.3394677,-0.4183946,0.21617168,-0.2957112,0.44148627,0.6523477,0.34287503,0.20351996,-0.51992846,0.28414443,0.33086443,0.15129294,-0.29910833,-0.041061185,-0.59230596,0.03811938,0.23325664,-0.32613626,0.3063933,0.17865494,0.0050826464,0.41021538,-0.45945433,-0.14552787,-0.18470727,0.29908592,0.17821936,0.5443908,-0.07043731,-0.35959792,-0.121941365,-0.5343175,-0.5330118,-0.034505147,-0.23193283,-0.007300268,-0.15616862,-0.12312539,0.030244032,0.035402376,0.0025029855,-0.036503766,0.27206594,-0.026825143,0.247692,0.08888637,-0.23111966,-0.39311558,0.20761889,0.17650636,-0.124711655,0.1991701,0.16674899,-0.23613878,0.20937034,0.1648047,-0.28310752,0.0255915,-0.16094698,-0.12569755,-0.17302105,-0.010922756,0.1796889,0.010323049,0.20624666,0.27679616,-0.22070861,-0.14444302,-0.14732514,-0.036697026,-0.15361452,0.10068749,-0.31764913,0.13168661,0.0073364675,0.23581606,0.15075117,0.050596133,0.08483295,0.13711648,-0.10592178,-0.12245878,0.11115615,0.007122895,0.19573858,0.025977157,0.009936787,0.032719195,-0.17447223,0.16162059,0.112787925,-0.15021162,0.15684363,-0.0703398,0.15617579,-0.078518555,-0.102068104,0.000968405762014284,0.0001210507202517855,0.0,0.000726304321510713,0.0001210507202517855,0.0,0.0
F,1.0,37.0,63.0,10.0,2624.0,0.0297256097560975,0.0015243902439024,1.0,0.0,18.0,0.0,6.859756097560975,0.0,6.859756097560975,0.0,0.0,0.0,0.0,0.0,7.0,848.8079050925926,0.0082468600468988,1.0,1.0,93.02456864243712,0.4285714285714285,0.2857142857142857,0.5714285714285714,2.321928094887362,0.8322488896002307,9.285714285714286,4.0,8.0,0.5,0.25,0.0,0.0,431.84313333333336,0.0,1165,3.2771,0.6033,-1.0783403,0.19402915,0.8210473,0.039032694,2.2926657,-1.3991985,-0.13922091,-1.5200763,-0.44586214,0.28836706,-0.37761596,-0.19552577,0.41192287,0.19240753,-0.6372627,-0.27303395,0.24512047,-0.66871727,-0.7680723,-0.4043709,0.5287491,-0.3954235,0.6261515,-0.9931765,-0.108408846,0.70879114,0.99798703,0.41963223,-0.3011828,-0.4004108,0.7481273,-0.124634586,-0.26777804,0.024205517,-0.0039588497,0.16602156,-0.580501,0.0941408,-0.46932286,0.14885864,0.1742944,-0.18675384,-0.20044181,-0.031991523,-0.15273549,-0.092095084,0.47663638,-0.4589386,0.5950942,-0.25218707,0.060461294,-0.123704694,0.17470254,0.19454895,-0.042438947,0.21792948,0.23179534,-0.28630424,0.24643105,-0.23562126,0.5293392,0.14582174,-0.37459156,-0.22694165,0.16064215,-0.17571458,0.28837612,0.031401902,0.0037072676,-0.007942363,-0.16461623,-0.25438082,-0.15121338,0.272331,-0.043405075,-0.023097524,-0.23260437,0.16137165,0.2893643,0.20206772,-0.5502538,0.45213613,0.45927703,0.0814524,0.09108021,-0.010625929,0.044381548,0.27624753,0.2783485,0.034454755,0.5837894,0.0985806,0.08978827,-0.20105511,0.27833086,-0.03814658,0.39009926,-0.028346708,-0.17355168,0.066983365,0.02696421,0.34560323,0.09100793,0.22522718,0.11763509,-0.19932775,-0.082486704,-0.42666486,-0.043564633,-0.042375524,0.015632475,0.18718629,0.060563833,0.025774315,0.25774807,0.052158806,0.0990175,0.0025998896,0.1392906,0.11319156,-0.08552717,0.026288053,-0.017962689,0.1272589,-0.08646825,0.094742924,0.025318867,0.14002806,0.0007621951219512195,0.0,0.0,0.0011432926829268292,0.00038109756097560977,0.0,0.0
F,1.0,120.0,490.0,171.0,13281.0,0.0246969354717265,0.0065507115428055,1.0,1.0,53.0,10.0,3.990663353663128,0.75295534974776,4.743618703410887,0.000978841954672,0.0,0.0,0.0,0.0,7.0,615.8261111111111,0.0113668450780207,1.0,1.0,115.54726050898458,0.0,0.2857142857142857,1.0,1.0,0.0,86.57142857142857,9.0,20.0,0.55,0.4,0.0,0.0,91.55336666666668,0.0,7416,3.4072,0.5715,-1.6535833,0.36304122,0.83758056,0.20448229,-0.7528613,-0.52393085,0.8511697,0.6424059,0.6157886,0.42341685,-0.46947134,0.4012025,-0.5493178,0.77606106,-0.17920968,0.3285558,0.1562711,0.67882323,0.07084996,1.072048,-0.14932881,-0.22302768,-0.038709015,-0.5700953,0.073827215,0.33815938,0.40269747,0.013824172,-0.5777516,-0.053980116,-0.13467857,0.06546751,-0.27526808,-0.26104608,0.17513883,0.19195749,0.18778263,0.18585548,-0.06838998,0.23530382,-0.093935594,-0.014318413,-0.17405513,-0.087320216,-0.073159136,-0.20835906,-0.1063147,-0.0014744505,-0.033558477,0.28847638,0.16836837,-0.16055386,0.21999505,0.039022863,-0.22660655,-0.14883691,-0.18883365,-0.1576859,0.021957079,0.038629968,-0.32648078,-0.26105782,-0.18120725,-0.21229431,0.18228911,0.060686953,0.07578125,0.1628536,0.24794795,0.008988591,0.011895169,0.014709651,0.047750488,-0.2526737,-0.10469837,-0.098332584,-0.031297788,0.07941416,-0.096963316,0.06973909,0.011383249,0.15725574,-0.2344004,0.020205962,0.040854827,-0.0929599,-0.019611044,0.04173636,0.24098836,0.047159445,0.090996176,-0.16540049,-0.11824229,-0.0510872,0.07716438,-0.011209047,-0.05709189,0.046650928,-0.00822552,0.016916825,-0.07879085,-0.0063048843,0.11209406,-0.16435103,0.101509765,0.054905947,0.021142924,0.119511716,-0.055163268,-0.004622319,0.12221938,-0.038468115,-0.123988375,-0.202423,-0.10612483,0.07965938,0.04693131,0.054071162,0.020762347,0.026756825,0.21556297,0.103803135,-0.048206072,0.1659404,0.012859294,0.1146425,-0.14721546,0.010200918,0.00022588660492432798,0.00045177320984865596,0.00015059106994955198,0.0006776598147729839,7.529553497477599e-05,0.0,0.0
F,1.0,27.0,38.0,8.0,1466.0,0.0354706684856753,0.019781718963165,1.0,0.0,2.0,0.0,1.364256480218281,0.0,1.364256480218281,0.0,0.0,0.0,1.0,0.0,3.0,52.824328703703706,0.0567920137107139,1.0,1.0,31.65579346234484,0.3333333333333333,0.0,0.6666666666666666,1.584962500721156,0.9182958340544896,46.333333333333336,8.0,15.0,0.4666666666666667,0.0,0.0,0.0,27.13245,0.0666666666666666,1349,2.6946,0.4935,-1.98581,2.356569,0.82974327,-1.8779336,0.33300233,0.68335605,-1.0586817,-1.1914917,0.010875777,-0.02749934,0.34479615,-1.4919708,0.00743791,0.21400525,-0.8580597,-0.18308397,-0.1631869,0.47251898,0.2694139,-0.42016187,-0.55782163,-0.5254356,0.06840676,-0.4832743,-0.29467037,-0.5014586,-0.10565694,-0.21851157,0.20250557,-0.45715913,1.0295906,-0.20521937,-0.7036675,-0.22676253,-0.46249312,-0.08987074,-0.007634681,0.21211663,-0.21730672,0.029678127,-0.57679224,0.113338225,-0.019081699,0.14644645,0.0007212665,0.7096928,0.116030894,0.023018036,0.030588413,0.5276768,0.034013744,-0.018645614,0.18628265,0.31178647,-0.4158863,0.06195604,0.5858475,-0.3714864,0.19487125,-0.5214497,0.027037647,-0.010074004,0.43379444,0.23817389,0.092193216,-0.031118132,-0.085351385,-0.055725772,0.17091295,-0.1422552,0.18881455,-0.11177049,-0.38346267,0.18852991,-0.013829582,-0.02192836,0.10747267,-0.09239536,-0.038618315,-0.18344359,-0.05711463,0.04665533,0.008663053,0.2523932,-0.09845468,-0.15648064,-0.24813591,-0.09139299,-0.0065240827,-0.19417353,0.066394284,0.030330915,0.03957083,-0.18705666,-0.24436706,0.29990152,-0.031053452,0.040520165,0.025183897,0.23591943,-0.008688978,0.18045093,0.028192082,0.21246739,-0.0680289,-0.20978937,0.029780624,-0.1682299,0.3830263,-0.14850372,0.0406276,-0.002125573,0.13975452,-0.1365268,-0.054134645,-0.056041427,-0.031990107,-0.30109495,-0.16247156,-0.05547329,0.014406949,-0.05452161,0.12224234,-0.1399213,0.1703375,0.07814198,-0.10087314,0.18757905,0.002728512960436562,0.0006821282401091405,0.0,0.0,0.0,0.0,0.0
F,0.0,148.0,89.0,12.0,1533.0,0.0528375733855185,0.0006523157208088,1.0,0.0,6.0,0.0,3.9138943248532287,0.0,3.9138943248532287,0.0006523157208088,1.0,0.0,0.0,0.0,9.0,23.87918981481481,0.3768972092351449,2.0,2.0,3.3581558454059848,0.5555555555555556,0.1111111111111111,0.6666666666666666,2.0,0.7725068857142602,62.44444444444444,7.0,16.0,0.5625,0.0,0.0,0.0,476.6657833333333,0.0,1026,2.3819,0.392,-1.0739136,4.6619034,-1.7654355,1.4861424,0.15103959,0.02487878,-1.7948259,3.2897775,-0.7333825,0.25470775,0.73970515,-0.7656243,0.40579537,-0.5305686,-0.816567,1.8407892,-0.49911502,-1.4192922,-1.479914,-0.74456346,1.4871631,-1.1603199,0.14824699,-0.05861956,-0.05144339,0.71317524,0.8125407,-0.7887205,0.5598757,-0.68838125,0.6591394,-0.070457354,-0.88826525,0.09079678,-0.29457623,0.4324443,0.25835463,0.20075488,0.38277915,-0.05433594,-0.31459138,0.5282224,0.60304683,0.64398843,0.49995923,0.6163941,-0.18581033,-0.37285405,0.040255766,0.14253975,-0.029019019,-0.43566042,0.31115374,0.07493759,-0.31312972,0.11580033,-0.71995664,0.031976778,-0.45155227,0.8678813,-0.26195592,-0.23875785,0.06377681,0.81384546,-0.2993864,-0.71715295,0.19773299,-0.17716502,0.45004046,0.06669949,0.18057011,-0.3620797,0.3734943,-0.48707923,-0.15444362,-0.41380662,0.3329035,0.90379953,-0.0984783,0.5878668,-0.31074917,-0.37922928,0.19522588,-0.13932973,0.5206117,0.23536977,-0.20548338,-0.22764985,-0.099036254,0.1320541,0.5222014,0.46535808,-0.015041584,0.2422413,-0.27476236,-0.60958344,0.25653845,0.4468138,-0.17549622,-0.24354184,-0.058312465,0.72465503,0.44405138,-0.16406815,0.15821229,-0.1878126,-0.26105332,0.4939383,0.4562504,0.47174218,0.2671542,0.33640596,-0.26683635,0.08294398,0.41737607,0.36813334,-0.09187294,0.07106644,-0.081756935,-0.3363196,-0.26794958,-0.0017455021,0.008744317,-0.15720703,-0.56435037,-0.30260542,-0.41704267,0.17743479,0.0,0.0,0.0,0.0006523157208088715,0.0,0.0,0.0
F,1.0,35.0,66.0,20.0,6834.0,0.0755048287971905,0.0043898156277436,1.0,1.0,15.0,10.0,2.1949078138718177,1.4632718759145449,3.6581796897863614,0.0024875621890547,0.0588235294117647,0.0,0.0,0.0,10.0,1633.6203125,0.0061213734449081,1.0,1.0,100.9938842639144,0.1,0.2,0.6,2.0,0.8173454221465103,963.0,2.0,5.0,0.6,0.4,0.0,0.0,1255.1952,0.0,5118,2.8614,0.1832,-2.077447,2.6713521,0.5430512,-0.7248165,0.6433064,0.5688641,0.32886603,0.79158604,0.49001318,-0.35784587,0.3759339,-0.39651468,0.13615216,-0.41135177,-0.6444913,-0.43042433,0.0109371105,-0.75358486,0.22027405,0.2859151,-0.2684162,0.7435022,-0.40810645,0.25443542,0.06458431,0.30022693,1.1771768,-0.28849077,0.2937637,1.08792,-0.29523194,0.7857408,-0.24499507,0.18182573,-0.63202214,0.48255637,0.8786331,0.46809736,-0.49572212,-0.35454178,-0.16294485,-0.10117595,-0.52351016,0.034840908,0.21141022,0.029758416,-0.33998564,0.1578299,-0.5927176,-0.3163252,-0.39018244,0.03198575,-0.0690171,0.29753688,0.059485313,0.045212425,0.1919405,0.4057272,0.26026446,0.1989915,-0.13431914,-0.1431543,-0.15454772,-0.21493861,0.28516403,-0.16333896,0.14867726,-0.08810393,0.1738681,0.28588894,-0.16882294,0.07541383,0.13049258,0.017604945,-0.0006901519,-0.09382249,0.014342097,-0.0910925,0.25804037,0.101728484,-0.44927275,-0.025434941,-0.043980867,-0.2538406,-0.23268263,-0.19159506,0.041649587,-0.050594077,0.25756466,-0.27113017,-0.15112203,0.26794383,-0.23611166,-0.032598868,0.17571592,-0.19094205,0.0014968762,-0.13462225,-0.22180882,-0.098435014,-0.09091903,0.19924343,0.3793849,0.12233042,-0.14399152,-0.079749055,-0.034237117,-0.22707362,0.11964015,-0.1358641,0.07419032,-0.16413411,-0.39023367,0.46245965,0.2908346,0.22877254,-0.20229305,-0.11170731,0.2890891,-0.0936116,-0.18581583,-0.03613554,0.17009486,-0.2596604,-0.004386122,0.1992633,-0.2634038,0.09139187,0.0,0.0,0.000292654375182909,0.0004389815627743635,0.0,0.0,0.0
