label,edited,likeCount,collectionCount,shareCount,wordCount,lfFreq,emojiPerWord,withImages,withVideos,imageCount,videoCount,imageTextRatio,videoTextRatio,mediaTextRatio,linkPerWord,utmLinkRatio,authorSuspicious,authorHasCreatorBadge,authorHasOfficialCreatorBadge,postCount,timeDiffDays,postFreq,maxPostsPerDay,maxPostsPer12h,postIntervalStd,businessHourRatio,weekendRatio,travelPostRatio,forumVariety,forumEvenness,avgLikes,commentCount,totalCommentCount,subcomDepth,authorReplyRatio,authorReplyLinkRatio,authorReplyUTMLinkRatio,firstCommentTimeDiff,first30MinCommentRatio,text_length,expected_sentiment_value,sentiment_volatility,bert_article_pca_001,bert_article_pca_002,bert_article_pca_003,bert_article_pca_004,bert_article_pca_005,bert_article_pca_006,bert_article_pca_007,bert_article_pca_008,bert_article_pca_009,bert_article_pca_010,bert_article_pca_011,bert_article_pca_012,bert_article_pca_013,bert_article_pca_014,bert_article_pca_015,bert_article_pca_016,bert_article_pca_017,bert_article_pca_018,bert_article_pca_019,bert_article_pca_020,bert_article_pca_021,bert_article_pca_022,bert_article_pca_023,bert_article_pca_024,bert_article_pca_025,bert_article_pca_026,bert_article_pca_027,bert_article_pca_028,bert_article_pca_029,bert_article_pca_030,bert_article_pca_031,bert_article_pca_032,bert_article_pca_033,bert_article_pca_034,bert_article_pca_035,bert_article_pca_036,bert_article_pca_037,bert_article_pca_038,bert_article_pca_039,bert_article_pca_040,bert_article_pca_041,bert_article_pca_042,bert_article_pca_043,bert_article_pca_044,bert_article_pca_045,bert_article_pca_046,bert_article_pca_047,bert_article_pca_048,bert_article_pca_049,bert_article_pca_050,bert_article_pca_051,bert_article_pca_052,bert_article_pca_053,bert_article_pca_054,bert_article_pca_055,bert_article_pca_056,bert_article_pca_057,bert_article_pca_058,bert_article_pca_059,bert_article_pca_060,bert_article_pca_061,bert_article_pca_062,bert_article_pca_063,bert_article_pca_064,bert_article_pca_065,bert_article_pca_066,bert_article_pca_067,bert_article_pca_068,bert_article_pca_069,bert_article_pca_070,bert_article_pca_071,bert_article_pca_072,bert_article_pca_073,bert_article_pca_074,bert_article_pca_075,bert_article_pca_076,bert_article_pca_077,bert_article_pca_078,bert_article_pca_079,bert_article_pca_080,bert_article_pca_081,bert_article_pca_082,bert_article_pca_083,bert_article_pca_084,bert_article_pca_085,bert_article_pca_086,bert_article_pca_087,bert_article_pca_088,bert_article_pca_089,bert_article_pca_090,bert_article_pca_091,bert_article_pca_092,bert_article_pca_093,bert_article_pca_094,bert_article_pca_095,bert_article_pca_096,bert_article_pca_097,bert_article_pca_098,bert_article_pca_099,bert_article_pca_100,bert_article_pca_101,bert_article_pca_102,bert_article_pca_103,bert_article_pca_104,bert_article_pca_105,bert_article_pca_106,bert_article_pca_107,bert_article_pca_108,bert_article_pca_109,bert_article_pca_110,bert_article_pca_111,bert_article_pca_112,bert_article_pca_113,bert_article_pca_114,bert_article_pca_115,bert_article_pca_116,bert_article_pca_117,bert_article_pca_118,bert_article_pca_119,bert_article_pca_120,bert_article_pca_121,bert_article_pca_122,bert_article_pca_123,bert_article_pca_124,bert_article_pca_125,bert_article_pca_126,bert_article_pca_127,bert_article_pca_128,cat_freq_cta_click,cat_freq_promotion,cat_freq_urgency,cat_freq_disclosure,cat_freq_platform_brand,cat_freq_recommendation,cat_freq_lottery
F,0.0,39.0,30.0,4.0,7891.0,0.0449879609681916,0.0091243188442529,1.0,1.0,40.0,1.0,5.06906602458497,0.1267266506146242,5.195792675199595,0.0,0.0,0.0,0.0,0.0,4.0,771.7780324074074,0.0051828373341008,1.0,1.0,150.74284081369495,0.75,0.25,0.25,2.321928094887362,1.0,12.25,2.0,2.0,0.0,0.0,0.0,0.0,1901.896616666667,0.0,4680,2.9105,0.3289,-0.52588934,-3.572357,-0.88298315,-0.1244609,0.45854002,-1.3783985,-1.6560872,1.1905546,0.66631836,-0.6047814,-0.09283154,0.8550787,0.29755384,-0.22346169,0.001089779,-1.2950468,-0.38260633,0.2348266,0.58827686,0.07614903,-1.471978,0.03866392,0.1705115,0.148654,0.0009161553,-0.09935847,0.16426536,-0.03873826,-0.17680009,-0.31237346,0.11807033,-0.346952,0.21995477,0.18539499,0.0797285,0.19794342,-0.026592927,0.48189074,0.36013752,-0.083519965,0.3304352,0.12150786,0.2565625,0.27096877,0.022403976,0.3836816,0.12271316,0.10782017,-0.2753327,0.54008585,0.45691493,0.040809706,-0.049862295,0.100714885,-0.1703374,0.0076158834,-0.23396401,0.18399724,0.3507147,-0.34024298,-0.007409644,0.18777739,0.36590067,0.31960076,-0.14374843,0.08038537,0.18397175,0.05731662,0.20569618,-0.35222566,0.18557373,0.07819193,0.033702552,-0.15978731,0.13968512,-0.2612004,-0.124558225,0.30779976,-0.20299748,0.007409246,0.4550689,0.20706834,0.032701217,0.061979044,-0.05048308,0.16140202,0.2362778,0.14033525,-0.12111112,-0.22268729,-0.1105056,-0.2456196,-0.19894138,-0.032836735,0.13745414,-0.12723957,-0.28621,0.053438373,0.023111422,0.12480653,-0.14410003,-0.16438268,0.093098745,0.04336193,-0.024161002,0.10465391,0.20313096,0.09284436,0.29367068,-0.08658208,-0.18660477,-0.13556667,-0.18239953,0.27878067,-0.21500811,0.18739057,0.21589008,0.02540339,0.22472163,-0.05106033,0.09589774,-0.28018957,-0.04478003,0.06811926,0.31766945,0.009188139,0.027981142,-0.0109869,0.0006336332530731213,0.0012672665061462425,0.0,0.001013813204916994,0.0002534533012292485,0.0,0.0
F,1.0,12.0,4.0,0.0,2523.0,0.0380499405469678,0.0,1.0,0.0,17.0,0.0,6.738010305192232,0.0,6.738010305192232,0.0,0.0,0.0,0.0,0.0,35.0,528.1759606481481,0.0662657951282938,2.0,2.0,64.47916952066002,0.4,0.3428571428571428,0.9142857142857144,2.321928094887362,0.2789272227581975,12.028571428571428,3.0,6.0,0.5,0.5,0.0,0.0,221.56866666666667,0.0,1162,2.3239,0.7973,-1.8766141,1.723365,-0.08899661,1.7059546,-0.73196375,1.6950346,-0.18445851,1.1350448,-1.1885586,-1.4597238,-0.95714265,-0.11609312,0.57185054,0.95820117,0.48840937,0.12076272,-0.19248156,-0.5791233,-0.14754917,-0.059284456,0.78404224,0.50601614,-0.09698737,0.3177427,0.27626577,0.32197252,0.4384897,-1.1811012,0.39922956,-0.075043716,-0.14234996,-0.36341655,0.2689178,-0.10306717,0.341379,0.19799472,0.5585625,-0.3795208,-0.17675957,-0.14802006,0.22977489,-0.010871241,0.10789818,-0.104815856,0.08332807,0.4395737,-0.039929125,-0.43409538,-0.32844678,0.07748645,0.0114554325,-0.37100387,-0.22691528,-0.19792755,0.13269567,0.08574925,0.03343116,0.11313091,0.19771121,-0.24110544,0.026322072,0.36735436,0.08141697,0.18934034,0.44606888,0.19816367,-0.079257384,-0.25114667,-0.12265801,-0.28485498,-0.09922601,-0.019594984,-0.1473216,0.027956013,-0.017124373,0.23723103,0.17771271,-0.32964143,-0.21741281,-0.22570597,0.1010476,-0.288759,-0.07079371,-0.101590164,0.06964668,-0.091357484,-0.28830394,0.09274725,0.17721298,0.19025765,-0.039074738,-0.041261,0.1839576,0.026284004,0.017309705,0.14298815,-0.12268346,-0.2639122,-0.19637296,-0.24630545,-0.18814622,0.058114998,0.06495678,0.04264862,-0.1470595,-0.16264385,0.18300724,-0.04527371,-0.23627938,-0.038129684,0.100745454,-0.057835367,0.19295913,-0.039739057,-0.089360826,-0.06725255,-0.1027976,0.084600925,-0.042221554,-0.07741703,-0.040172286,-0.08757581,-0.2803926,-0.27717036,0.11802523,0.38316402,-0.15711337,-0.14150652,0.0,0.00039635354736424893,0.0,0.0011890606420927466,0.0,0.0,0.0
F,0.0,7.0,3.0,0.0,2059.0,0.0296260320543953,0.0,1.0,1.0,5.0,2.0,2.4283632831471587,0.9713453132588636,3.3997085964060223,0.0,0.0,0.0,0.0,0.0,22.0,199.8510300925926,0.1100819945226563,1.0,1.0,16.33820907517204,0.1363636363636363,0.2727272727272727,1.0,1.0,0.0,12.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,1469149.5069666666,0.0,1522,2.9449,0.4208,-2.012945,2.3557146,1.9169557,0.9445044,0.07807028,-0.26134738,-0.37648517,1.2967831,-1.2977248,-1.3816705,-0.7596225,0.070902206,0.35725844,0.31090412,-0.6394225,1.1673849,-0.77207917,-0.78374124,-0.72258365,0.35827148,-1.1085523,0.37984896,-0.6342972,0.27441454,-0.69074255,-0.53889227,-0.21234061,-0.090666436,0.01940135,-0.30325657,-0.5493034,-0.8744633,0.034258835,-0.4025777,-0.32690552,0.0663828,0.36280924,0.00088770076,0.20805591,0.80868244,0.09249262,-0.18939322,0.46731508,0.17099537,-0.14029822,0.7130787,0.22723773,0.08755359,0.6123299,-0.4754378,-0.13666663,0.15206693,0.38469937,-0.2482605,-0.21808912,0.20386826,0.14397086,-0.24208058,0.1478958,0.03504918,0.23861931,0.23166937,0.3889367,-0.06666201,-0.17754214,-0.0064654835,-0.30471498,0.17050609,-0.46703985,-0.009872046,0.5698244,0.13487466,-0.19857292,0.047373492,-0.42176473,0.058310796,0.028752977,-0.11052623,0.0985608,0.073344365,-0.018097788,-0.065551594,0.18383986,0.5232081,0.063109145,0.109353945,0.15484856,0.34828722,0.00220847,-0.08482371,-0.021322029,0.08653761,0.019669391,0.03539957,-0.43636551,-0.14883432,0.08192823,-0.19493732,0.054210145,-0.0127727715,0.053552356,-0.011315508,-0.0006347355,-0.026384527,-0.09276496,-0.12247952,-0.051876463,0.07112623,0.043388925,0.030651722,-0.051105887,-0.38806942,0.00782415,-0.13807148,-0.022468463,0.19391832,-0.11262221,0.13524604,0.1821594,0.0013693707,-0.16255467,-0.007983755,0.044052813,-0.04674176,-0.28742853,0.086614095,-0.13887547,0.025775697,0.0009713453132588635,0.0,0.00048567265662943174,0.0014570179698882952,0.0,0.0,0.0
F,0.0,6.0,3.0,1.0,3133.0,0.0185126077242259,0.0012767315671879,1.0,1.0,26.0,1.0,8.298755186721992,0.3191828917969997,8.617938078518993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,98.73826666666668,0.0,906,3.1451,0.2699,-1.7633935,1.6396856,0.51725495,0.6767861,2.0503561,-0.5763867,-0.2542301,-0.9988077,-1.1071712,0.4809353,1.3857212,0.09509827,0.14987439,1.1082275,0.72276884,-0.16377267,0.68694645,0.31457597,0.21843721,-0.13098429,0.002164603,0.51173884,0.29645878,-0.69867647,-0.10023356,-0.8512326,0.20773195,0.20191363,-0.21001151,-0.13458695,-0.018024525,-0.087736405,-0.00826491,0.27349824,0.8250572,0.19246472,-0.2777516,-0.039259773,-0.26945305,-0.54884475,-0.3849253,0.31224945,-0.30740517,0.0809006,-0.34816858,-0.09156767,0.08360421,-0.29897985,-0.13574526,0.13497394,-0.13877517,-0.3595269,0.12938006,0.14588723,-0.223465,-0.38693917,0.15504965,0.20289081,-0.04514027,0.36248752,0.0071772165,0.43028417,-0.8950282,0.05502492,-0.21654409,0.013095429,0.52204806,-0.08226072,0.010139488,-0.3939878,-0.24653704,0.0410118,-0.19520666,0.08805688,-0.032176275,-0.0070881983,-0.19255678,0.023170685,0.24644737,0.037022445,-0.14089487,0.25852358,-0.17271122,0.14736786,0.052410256,0.19526793,0.14570671,0.51178277,0.22927383,0.41942987,0.1174067,-0.22636235,-0.043269347,0.35300016,0.08922428,-0.40330207,0.2593889,0.0369251,-0.13756673,-0.14619604,0.059919737,-0.09718514,0.32037458,-0.08627448,-0.0579196,-0.21355653,0.054029506,-0.2289171,0.04682305,-0.1121001,0.017593695,-0.15706457,-0.14787313,0.0248334,0.1603822,0.019251658,-0.024044363,-0.007688423,0.14922541,0.10796101,-0.07686265,0.34588525,-0.14705862,-0.10380626,-0.24760056,-0.0130948955,0.17589709,0.13066459,0.0,0.0,0.0,0.000957548675390999,0.0,0.0,0.0
F,0.0,1.0,0.0,0.0,191.0,0.0575916230366492,0.0104712041884816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052356020942408,0.0,0.0,0.0,0.0,110.0,547.1188310185186,0.2010532150670514,3.0,3.0,6.216799491386047,0.1545454545454545,0.3727272727272727,0.7363636363636363,2.807354922057604,0.4942366291249327,3.190909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1469149.5069666666,0.0,155,3.0883,0.0,0.9808067,-2.4150348,-5.244605,0.79981726,1.8620274,-0.18709205,-0.7913615,-1.2837616,-2.1173615,2.498975,2.194091,1.6797471,1.7156144,0.43151343,0.6074851,0.5687397,-2.1315038,0.4253267,0.78135973,0.07471352,0.4118894,0.52735096,-0.820164,-0.104602545,-0.5447831,1.5099478,0.03346856,-0.61881524,-2.4271498,0.5084678,0.70932657,0.14983946,-0.3623141,0.34083536,-1.7371767,-0.6854037,0.24127644,0.6416263,-0.4801769,0.03717207,0.2295337,0.046092007,1.3459154,-0.7582218,0.48937282,0.7458123,-0.28740364,0.20672624,-0.2565496,-0.3273819,-0.91825914,0.4307706,-0.41678476,0.12559325,0.43799093,0.8324153,0.16367556,-0.160624,-0.8427631,0.38271156,0.31288198,-0.2792494,0.07240248,-0.44709775,0.43794593,-0.1689353,0.13250716,-0.36527953,0.19642763,-0.060668748,-0.4352154,-0.0742761,-0.1199387,-0.097777806,0.96608114,0.1740721,0.30318636,-0.2865071,-0.053077675,-0.64472926,0.47255877,-0.81609935,0.07391055,-0.22580577,0.18462531,-0.1097642,-0.5056393,0.28606346,-0.15345478,-0.54737157,-0.09925817,-0.45490077,-0.13675262,-0.71226966,0.2787387,-0.98228633,0.08106915,0.74565345,0.8971595,-0.020688547,0.065205105,0.7866272,-0.1917887,0.08195855,0.2205268,-0.27566928,0.14023714,0.09400137,-0.33515963,0.25152776,0.2987912,-0.13072646,-0.05663589,0.43129376,0.26881313,0.23533951,0.35063782,0.62959445,-0.11923258,-0.52345896,0.09466886,-0.028066918,0.19033572,-0.37123716,0.14636847,-0.12547599,0.32000628,-0.2230772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1.0,51.0,47.0,11.0,5262.0,0.048460661345496,0.0072215887495248,1.0,1.0,31.0,5.0,5.89129608513873,0.9502090459901178,6.841505131128849,0.0,0.0,0.0,1.0,0.0,19.0,926.1302662037036,0.0205154724916644,1.0,1.0,42.493652587970494,0.3157894736842105,0.5263157894736842,0.5263157894736842,2.584962500721156,0.768002869020376,79.63157894736842,5.0,11.0,0.5454545454545454,0.1818181818181818,0.0,0.0,271.8117833333333,0.0,2331,2.9464,0.1205,0.38159096,-4.3069835,-1.3592279,0.6826415,0.0692558,-0.96229136,-1.9530609,0.03529923,0.014006495,-1.0511471,-0.04928758,0.06235782,0.03665391,0.2864348,-0.46954983,0.41461745,1.3514645,-0.023225604,-0.21606214,-0.11788145,-0.38346583,0.17558129,0.40231016,0.53513414,0.2386946,0.8929197,-0.025792437,0.11611907,0.19026262,-0.07784949,-0.124242686,-0.26589307,0.46864986,-0.05706485,0.4852961,0.17589654,0.13054787,0.03529533,0.026030079,0.114870615,-0.30526015,0.12039235,0.105802424,0.42015868,0.18981135,-0.41800812,0.4477676,-0.06622468,-0.34286883,-0.33146673,0.6342922,0.5024128,0.6184263,-0.45384088,-0.11367459,0.06630911,-0.0708176,-0.17895631,-0.19167387,0.34545034,-0.15453859,0.19540195,0.01337208,0.15774657,-0.0052702324,-0.41794345,0.13841636,0.6986601,-0.1254806,0.18129866,-0.08009656,0.2852911,-0.042091765,-0.09148883,0.64759994,0.20922458,-0.011846344,-0.43474042,0.41691357,-0.55780905,-0.21392198,-0.09458629,0.053101856,-0.39242572,-0.021803647,0.0901804,0.08845246,0.1529111,0.07385024,0.02201823,-0.12899439,0.057071257,-0.3147239,0.115381606,-0.46438983,-0.12975362,-0.21487537,0.06539517,-0.07839202,-0.08093295,0.00734841,0.23931523,0.1522401,0.047831416,0.25383043,0.0065802326,0.14962298,0.31680688,-0.103297755,0.1851615,-0.060750004,0.3187701,0.28556454,-0.031629328,0.0995867,-0.028569002,0.15733196,0.004083986,-0.0597389,0.13669278,-0.23267387,0.08345891,-0.13922031,0.23806545,-0.19049329,0.30969223,-0.018434316,-0.15815218,0.00019004180919802356,0.0,0.0003800836183960471,0.0005701254275940707,0.0,0.0,0.0
T,1.0,11.0,5.0,0.0,718.0,0.0334261838440111,0.0139275766016713,1.0,0.0,6.0,0.0,8.356545961002785,0.0,8.356545961002785,0.0,0.0,0.0,0.0,0.0,7.0,2044.133136574074,0.0034244344826442,2.0,2.0,664.6216701383337,0.5714285714285714,0.4285714285714285,0.1428571428571428,2.321928094887362,0.9211854965885542,157.85714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1469149.5069666666,0.0,230,4.6138,0.0,-0.019723615,-2.7509885,-4.014578,1.6054959,0.28837204,1.8535832,3.1336253,-0.7904571,0.38956648,0.39320022,0.6196011,0.30524138,0.69076425,0.6895426,1.5573461,-0.40922722,-0.039958663,-1.2773901,-0.80699474,0.48608848,0.1681366,0.7942666,-0.6761523,0.6734454,1.787031,0.6490906,1.3562053,0.42991716,-0.683899,1.638603,-0.89609385,0.115045175,-0.69359,-0.022944722,-0.5367106,1.1125882,0.24023391,0.48239967,0.8060949,0.086112775,-0.2943029,-0.5518856,-1.2206204,0.49698317,-0.94807255,-0.8662608,0.69510365,-0.33451098,0.57921654,-0.23386861,0.031560794,-0.7006848,0.6908495,1.0077941,0.5229293,0.10553234,-0.26916283,-0.60847163,-0.08884012,0.43948236,-0.07448477,0.07561234,1.1659373,0.30280474,-0.050761092,0.19381928,0.49084905,-0.30945438,-0.5792507,0.5274607,0.3066189,0.09368374,-0.26515365,-0.4459542,0.32398698,0.13343278,-0.27427402,0.5584484,-0.017178537,0.026261987,0.40327466,-0.39573002,-0.34735,-0.41733304,-0.27439156,0.49717727,0.3081768,0.41412804,-0.39335912,0.619284,1.0320858,-0.03941661,0.97135496,0.1451473,-0.9892406,-0.14678992,-0.34815755,0.3025125,-0.20575882,0.4227077,0.0004626423,0.5052372,-0.05057397,0.339864,0.033358853,-0.23576225,-0.033462632,0.1043804,-0.052977197,0.08791241,0.48811263,-0.31632528,0.51727444,-0.008492699,0.19920415,-0.32141453,0.5318048,-0.8425101,0.364554,-0.31480938,-0.46830586,-0.0056384765,-0.024156956,-0.16962399,0.20155956,0.052504268,0.24357042,-0.23514803,0.0,0.0,0.0,0.001392757660167131,0.0,0.0,0.0
F,0.0,15.0,25.0,5.0,5018.0,0.0310880829015544,0.0047827819848545,1.0,1.0,13.0,3.0,2.5906735751295336,0.5978477481068154,3.1885213232363494,0.0017935432443204,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1469149.5069666666,0.0,3109,3.3297,0.5311,-1.5907884,2.192951,-0.03138428,0.09638414,-0.7026966,-2.3332791,0.8847373,-0.18015045,-0.74005437,-0.02288976,-1.7218271,-0.50852466,0.7832865,-0.9383629,-1.5962616,-0.63330543,0.45217016,0.44543245,-0.37877694,0.026400704,0.07603021,0.012468739,-0.056625895,-0.32385552,-0.048228025,-0.7693933,-0.6820184,-0.27149242,-0.60226774,1.0801919,-0.7055978,-0.6473858,1.0327133,0.010672959,0.21754467,0.011010588,0.011192798,0.50329626,-0.22221042,-0.13674223,0.15306655,0.38110214,0.19157253,0.53538555,0.35219336,0.26475435,-0.0038809434,-0.47148186,-0.18677197,-0.19265485,-0.17414533,0.2699001,0.025653563,-0.3067499,0.69321007,0.09872455,-0.06370099,0.03278137,0.23798865,0.31030127,-0.32220238,-0.12964813,0.029158257,0.008036785,-0.05828961,-0.38654864,-0.2123441,-0.4332095,0.23481639,-0.17807452,0.1908813,-0.23361152,-0.14684573,-0.14721298,0.15117374,-0.23974948,-0.11974196,-0.40244028,-0.20769085,-0.2500602,0.22481611,0.19363356,0.20758387,0.012740536,-0.41328728,-0.09321903,0.05512718,0.019868774,0.23933956,0.14558248,0.25742027,0.02942264,0.061789304,-0.03873856,-0.06738913,-0.03636759,-0.1665382,0.013567972,0.2515958,-0.39346734,0.10701925,-0.08349184,0.20897059,0.025909204,-0.07299495,-0.064380564,-0.121473886,0.0016168489,-0.11992707,0.1565716,0.17408785,-0.44676816,0.005671154,0.15718386,-0.13274275,0.05377273,0.27529776,0.20321362,0.15843932,0.13117743,-0.009687253,0.038535673,-0.08635546,0.06483896,0.16826169,-0.15003508,0.012677285,0.047039628,0.0,0.0011956954962136308,0.0009964129135113591,0.0007971303308090873,0.0,0.0,0.0
F,0.0,4.0,1.0,0.0,304.0,0.0394736842105263,0.0,1.0,1.0,1.0,1.0,3.289473684210526,3.289473684210526,6.578947368421052,0.0032894736842105,0.0,0.0,0.0,0.0,342.0,1535.0727430555555,0.2227907449644702,4.0,4.0,4.611336583575422,0.6374269005847953,0.2163742690058479,0.9766081871345028,2.321928094887362,0.0924540225150828,25.321637426900583,0.0,0.0,0.0,0.0,0.0,0.0,1469149.5069666666,0.0,318,2.0702,0.0,-1.5159944,3.3389463,-1.1545475,1.6554205,0.49043617,1.2541598,0.6640609,0.22386655,-1.8190541,-0.57125235,-0.8989654,-1.2233763,-0.37890384,-1.220551,-1.7546378,-0.19635749,-0.39301267,-0.90952426,0.9795951,1.3192914,-1.1341298,-0.28799158,0.33857098,-0.13053526,-1.1441741,-0.8056214,0.028827032,-0.28078264,-0.6881958,0.8211647,0.23027317,-0.40982032,-0.23281403,1.2261004,0.17837326,0.06072912,-0.43720305,0.3462925,-0.41408518,0.73320186,0.06848296,-0.44951966,-0.15917578,-0.17176661,0.51785016,0.12675007,-0.6606031,0.46765098,0.40422592,-0.46119702,0.29621994,0.78164095,-0.1508459,-0.1360745,-0.1805191,0.75204605,0.65636533,0.6974651,0.16114233,0.21080936,-0.15268075,0.12159939,0.37841716,-0.039252218,0.4966037,0.42713872,0.43935785,0.47834012,0.0773197,0.4579983,-0.3736174,-0.15100121,-0.13351963,0.03669201,-0.22797738,0.08842198,-0.31242734,0.13110818,0.039557546,-0.021631395,0.5747472,-0.22648488,0.36109188,0.174969,0.05324387,-0.09283872,0.2130009,-0.14581023,-0.66973937,-0.2026035,-0.40139768,-0.33041754,0.13871098,0.03590201,-0.10022286,-0.35190123,0.012259899,0.24963346,-0.1323857,0.09153282,0.0482081,0.27898797,-0.07968485,0.13700074,0.29109955,0.11726204,0.095681064,-0.0016637769,0.2656069,-0.39112788,0.2374993,0.49411365,-0.20527615,0.2561853,-0.30557656,-0.5887585,-0.20478174,0.17488973,0.17395918,-0.031605903,-0.556518,-0.42315817,-0.22764464,0.043100927,0.28213114,0.035993792,-0.086903445,0.24101904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,0.0,65.0,60.0,31.0,4757.0,0.0636956064746689,0.0018919487071683,1.0,0.0,37.0,0.0,7.778011351692243,0.0,7.778011351692243,0.0,0.0,0.0,0.0,0.0,11.0,2418.232349537037,0.0045487771272706,1.0,1.0,292.08998549049466,0.0909090909090909,0.3636363636363636,0.6363636363636364,2.584962500721156,0.7204930400545079,62.18181818181818,14.0,30.0,0.5333333333333333,0.3333333333333333,0.0,0.0,43.7727,0.0,1866,2.861,0.1502,4.372982,-3.6038847,0.8768439,-0.44613516,0.68835914,-0.2950646,-1.3637407,0.44703776,-0.6130796,-1.4405687,0.004895781,-0.60704446,-1.6262107,0.38890046,-0.18271159,0.39551318,-0.19344994,1.1849482,-0.12141528,-1.3102516,-0.28158557,1.0717477,1.1701788,0.11033393,-0.09190292,0.9487265,-0.89849627,-0.13789201,0.19780357,-0.13428071,0.06868966,-0.15638052,-0.6380551,0.32039732,-0.5436929,0.25292957,-0.38339916,0.12436561,-0.15295468,-0.32449335,0.035435233,-0.36387643,0.6866479,0.39754125,-0.1859707,0.33129582,-0.092270575,0.03392419,-0.16523753,0.016619634,0.016280374,0.017271599,0.10276503,-0.045238208,-0.31914845,0.1674473,-0.6922872,-0.13537258,-0.11556241,-0.44345495,-0.51793975,0.020672387,0.35577545,0.05465863,0.037227307,0.27078733,-0.10297201,0.2329481,-0.12436249,-0.39209697,-0.29834062,-0.14518148,0.19548419,-0.044959664,0.23200446,-0.35214308,-0.59877545,-0.021793466,0.07115704,0.22088288,0.060059782,-0.050335813,-0.23565283,0.053772487,0.06018261,-0.07564493,0.48581463,0.11595802,-0.20141119,-0.022740724,-0.02533294,-0.059798528,0.008232719,0.47670263,0.11344196,-0.11896822,-0.09479592,0.21278611,-0.13545518,-0.022482064,-0.108590625,0.3481992,0.039599042,-0.076826975,-0.09196312,-0.18158838,-0.2018107,0.17500052,0.27154878,0.12502125,-0.24192876,-0.019866098,0.01167657,-0.025189333,0.36664888,-0.07934297,0.10148403,0.0505352,-0.08433091,-0.06612222,0.053468857,-0.00648631,-0.10913903,-0.008780923,0.1779331,0.03573616,-0.39342988,-0.09686107,0.00042043304603741857,0.002312381753205802,0.0,0.0006306495690561278,0.0,0.0,0.0
F,1.0,7.0,3.0,1.0,5461.0,0.0205090642739425,0.0012818165171214,1.0,0.0,49.0,0.0,8.972715619849843,0.0,8.972715619849843,0.0,0.0,0.0,0.0,0.0,5.0,418.3423148148148,0.0119519346308855,1.0,1.0,93.61074026432026,0.8,0.0,0.6,1.584962500721156,0.9709505944546686,17.4,0.0,0.0,0.0,0.0,0.0,0.0,1469149.5069666666,0.0,1414,3.1085,0.3925,-1.6080545,-0.2043367,2.74155,0.9685786,0.49767628,-0.35666758,-1.2301165,-0.56355405,-0.73960894,1.0173979,0.46203783,1.5306394,0.05632952,0.63352436,-0.29035488,0.04605631,-0.17843288,0.49479032,-0.090649106,-0.5082293,0.069248274,-0.039223578,-0.22291864,0.2015271,0.2372926,0.88691145,-0.4305666,0.104608566,0.27955717,0.19410269,-0.1372582,-0.2960642,-0.3337425,0.19557603,-0.24991088,-0.32076603,-0.16120058,-0.19044915,-0.07946492,0.030948892,0.19381237,0.07006677,0.047716234,-0.04330815,0.061351534,-0.34019783,0.060000565,-0.3594816,0.18231502,0.017630294,-0.27059537,0.13192625,-0.2500073,-0.2891236,0.1367329,-0.11666243,0.3224403,0.07895738,-0.5898587,-0.31705308,-0.18193412,0.06762487,0.4036768,-0.16723776,0.3419082,-0.33602157,0.33705166,0.030576399,-0.14382346,0.23255514,0.19374152,-0.048188593,-0.1746854,-0.3697059,0.3651271,0.0046654725,-0.2023981,0.13516387,0.0624558,-0.16221413,-0.29990485,-0.18559584,-0.10082578,0.046038006,-0.09943204,0.52501583,0.09957023,-0.095934495,-0.33776265,-0.17406559,0.14933285,0.1926885,0.21014161,0.018894924,0.15640754,0.021974701,0.017159492,0.23201728,0.19884224,0.19964853,0.2915386,-0.07886686,-0.04704827,0.026720334,0.14001067,0.13671824,0.0686054,0.09768062,-0.012706104,0.014466268,0.18957934,0.061756976,-0.12594272,0.01316846,0.42415267,-0.269536,-0.13492979,-0.010254305,-0.03166103,-0.12261863,-0.042048298,-0.08424095,0.16433316,-0.111571886,-0.13345061,-0.05394899,-0.34486234,-0.055674996,0.0,0.0,0.0,0.0003662332906061161,0.0,0.0,0.0
