file_name,text_length,chunks_count,expected_sentiment_value,sentiment_volatility
1638.txt,1089,3,3.5604,0.4725
1639.txt,24,1,3.0111,0.0
164.txt,2391,6,2.9621,0.4291
1640.txt,1132,3,2.0531,0.3589
1641.txt,162,1,4.1146,0.0
1642.txt,126,1,2.3295,0.0
1643.txt,242,1,3.7549,0.0
1644.txt,129,1,2.9985,0.0
1645.txt,168,1,2.9979,0.0
1646.txt,846,3,3.4343,0.3428
1647.txt,1806,5,2.2306,0.6256
1648.txt,258,1,2.9955,0.0
1649.txt,31,1,2.7808,0.0
165.txt,1548,4,2.4402,0.5261
1650.txt,4494,12,3.4676,0.5104
1651.txt,105,1,3.0623,0.0
1652.txt,126,1,3.0085,0.0
1653.txt,146,1,2.4595,0.0
1654.txt,321,1,2.9614,0.0
1655.txt,54,1,3.045,0.0
1656.txt,119,1,3.0111,0.0
1657.txt,18,1,3.1555,0.0
1658.txt,2317,6,2.699,0.4261
1659.txt,1748,5,2.9883,0.2632
166.txt,71,1,4.0673,0.0
1660.txt,2289,6,2.8775,0.5623
1661.txt,29,1,3.1264,0.0
1662.txt,268,1,3.876,0.0
1663.txt,338,1,1.7511,0.0
1664.txt,1469,4,3.865,0.4849
1665.txt,758,2,2.5981,0.3262
1666.txt,490,2,3.0207,0.0124
1667.txt,213,1,3.0103,0.0
1668.txt,64,1,3.3055,0.0
1669.txt,66,1,2.998,0.0
167.txt,1250,4,2.9471,0.552
1670.txt,148,1,2.869,0.0
1671.txt,94,1,2.8928,0.0
1672.txt,257,1,3.1218,0.0
1673.txt,128,1,2.042,0.0
1674.txt,128,1,3.0239,0.0
1675.txt,267,1,2.6863,0.0
1676.txt,92,1,3.0045,0.0
1677.txt,227,1,2.0379,0.0
1678.txt,354,1,4.3012,0.0
1679.txt,281,1,4.7607,0.0
168.txt,981,3,2.3122,0.5787
1680.txt,102,1,3.0081,0.0
1681.txt,43,1,2.7608,0.0
1682.txt,1210,4,3.0523,0.0536
1683.txt,1632,5,3.3747,0.5623
1684.txt,84,1,2.5805,0.0
1685.txt,88,1,3.0023,0.0
1686.txt,1460,4,3.4287,0.4839
1687.txt,1791,5,3.053,0.1943
1688.txt,75,1,3.8147,0.0
1689.txt,309,1,2.9841,0.0
169.txt,160,1,2.9595,0.0
1690.txt,2083,6,3.2514,0.3266
1691.txt,65,1,3.9204,0.0
1692.txt,3373,9,2.887,0.7778
1693.txt,819,3,3.1397,0.6895
1694.txt,190,1,2.0619,0.0
1695.txt,3936,10,2.3682,0.5347
1696.txt,74,1,2.2071,0.0
1697.txt,225,1,2.1495,0.0
1698.txt,206,1,3.6621,0.0
1699.txt,148,1,2.6725,0.0
17.txt,110,1,3.0388,0.0
170.txt,1809,5,3.5187,0.6033
1700.txt,125,1,4.3651,0.0
1701.txt,127,1,3.0107,0.0
1702.txt,1759,5,2.8342,0.1989
1703.txt,1278,4,3.8257,0.6222
1704.txt,334,1,3.0229,0.0
1705.txt,59,1,3.3028,0.0
1706.txt,2457,7,2.5309,0.6204
1707.txt,420,2,3.5936,0.579
1708.txt,93,1,3.0226,0.0
1709.txt,4194,11,2.5597,0.5139
171.txt,1081,3,2.9998,0.0087
1710.txt,1831,5,3.1075,0.9488
1711.txt,269,1,2.5745,0.0
1712.txt,2023,6,3.1875,0.2241
1713.txt,466,2,3.0729,0.0298
1714.txt,241,1,3.028,0.0
1715.txt,3357,9,2.1727,0.5884
1716.txt,173,1,3.0335,0.0
1717.txt,303,1,3.2706,0.0
1718.txt,172,1,3.1112,0.0
1719.txt,133,1,3.1104,0.0
172.txt,3362,9,2.6417,0.2695
1720.txt,413,2,3.5753,0.5779
1721.txt,1149,3,2.7881,0.6011
1722.txt,1505,4,2.3295,0.4872
1723.txt,570,2,3.2261,1.2673
1724.txt,162,1,3.0796,0.0
1725.txt,106,1,2.9445,0.0
1726.txt,2910,8,3.163,0.8151
1727.txt,37,1,3.4872,0.0
1728.txt,228,1,1.977,0.0
1729.txt,84,1,2.9759,0.0
173.txt,1578,4,2.6193,0.559
1730.txt,990,3,3.4354,1.0201
1731.txt,56,1,2.9989,0.0
1732.txt,3416,9,2.3565,0.6879
1733.txt,82,1,2.981,0.0
1734.txt,768,2,2.8572,0.1511
1735.txt,242,1,3.4975,0.0
1736.txt,555,2,3.5962,0.2882
1737.txt,128,1,3.0151,0.0
1738.txt,1279,4,3.132,0.2147
1739.txt,25,1,2.9962,0.0
174.txt,805,3,2.8913,1.1237
1740.txt,79,1,3.2937,0.0
1741.txt,100,1,3.0013,0.0
1742.txt,146,1,2.9969,0.0
1743.txt,142,1,1.3242,0.0
1744.txt,276,1,3.2865,0.0
1745.txt,246,1,2.5367,0.0
1746.txt,191,1,4.1267,0.0
1747.txt,331,1,3.0254,0.0
1748.txt,148,1,3.3401,0.0
1749.txt,242,1,3.0744,0.0
175.txt,207,1,2.9576,0.0
1750.txt,496,2,3.0615,0.8399
1751.txt,61,1,2.9985,0.0
1752.txt,1547,4,2.3838,0.5682
1753.txt,1678,5,3.1329,0.3601
1754.txt,368,1,3.0036,0.0
1755.txt,2215,6,3.0011,0.7706
1756.txt,111,1,2.3359,0.0
1757.txt,57,1,3.6637,0.0
1758.txt,98,1,3.7407,0.0
1759.txt,1119,3,3.3852,0.2376
176.txt,370,1,2.9921,0.0
1760.txt,1693,5,3.3631,0.327
1761.txt,80,1,2.97,0.0
1762.txt,150,1,2.9983,0.0
1763.txt,1148,3,3.3825,0.4538
1764.txt,134,1,2.1922,0.0
1765.txt,242,1,3.6013,0.0
1766.txt,1091,3,2.9964,0.0041
1767.txt,379,1,4.0867,0.0
1768.txt,21,1,3.0086,0.0
1769.txt,443,2,3.0869,0.0378
177.txt,54,1,3.3876,0.0
1770.txt,112,1,2.4405,0.0
1771.txt,96,1,4.2265,0.0
1772.txt,281,1,2.9386,0.0
1773.txt,607,2,3.002,0.0092
1774.txt,36,1,3.0001,0.0
1775.txt,749,2,2.9994,0.0033
1776.txt,97,1,2.7469,0.0
1777.txt,1068,3,2.588,0.4899
1778.txt,1522,4,3.2084,0.1986
1779.txt,758,2,3.6304,0.4587
178.txt,25,1,2.9544,0.0
1780.txt,627,2,3.3081,0.0099
1781.txt,979,3,2.8192,0.1871
1782.txt,315,1,3.2489,0.0
1783.txt,125,1,1.9925,0.0
1784.txt,1192,3,2.8617,0.162
1785.txt,135,1,2.9989,0.0
1786.txt,338,1,2.9708,0.0
1787.txt,88,1,3.032,0.0
1788.txt,109,1,2.3007,0.0
1789.txt,969,3,3.4062,0.5358
179.txt,1082,3,3.1994,1.0787
1790.txt,219,1,1.9152,0.0
1791.txt,56,1,2.9995,0.0
1792.txt,141,1,2.9852,0.0
1793.txt,1460,4,3.3643,1.055
1794.txt,172,1,2.9963,0.0
1795.txt,1164,3,2.7968,0.2298
1796.txt,159,1,2.9943,0.0
1797.txt,85,1,3.1541,0.0
1798.txt,414,2,3.0752,0.0601
1799.txt,778,2,3.5084,1.182
18.txt,313,1,4.0659,0.0
180.txt,314,1,3.002,0.0
1800.txt,1011,3,3.5934,0.5896
1801.txt,2026,6,3.2049,0.3855
1802.txt,170,1,3.0044,0.0
1803.txt,222,1,3.0385,0.0
1804.txt,1324,4,3.2904,0.4342
1805.txt,2774,7,3.5423,0.8048
1806.txt,223,1,3.0007,0.0
1807.txt,53,1,1.8724,0.0
1808.txt,214,1,3.2083,0.0
1809.txt,2184,6,3.0018,0.003
181.txt,209,1,2.9175,0.0
1810.txt,331,1,3.0129,0.0
1811.txt,115,1,2.9798,0.0
1812.txt,615,2,3.8612,0.0727
1813.txt,1049,3,3.0983,0.1072
1814.txt,134,1,3.2846,0.0
1815.txt,3557,9,2.8632,0.3699
1816.txt,118,1,2.9955,0.0
1817.txt,176,1,4.3881,0.0
1818.txt,160,1,3.0004,0.0
1819.txt,73,1,2.9866,0.0
182.txt,1728,5,3.3487,0.3935
1820.txt,153,1,2.9968,0.0
1821.txt,2335,6,2.86,0.2537
1822.txt,1090,3,2.6682,0.5171
1823.txt,153,1,2.983,0.0
1824.txt,479,2,3.4636,0.2964
1825.txt,73,1,3.0258,0.0
1826.txt,68,1,3.0009,0.0
1827.txt,2284,6,3.2803,0.6533
1828.txt,259,1,3.2267,0.0
1829.txt,696,2,2.2261,0.7475
183.txt,157,1,3.0066,0.0
1830.txt,172,1,3.0113,0.0
1831.txt,368,1,3.0214,0.0
1832.txt,2215,6,3.4262,0.7711
1833.txt,2722,7,2.5643,0.3805
1834.txt,162,1,2.9993,0.0
1835.txt,441,2,4.1957,0.1947
1836.txt,1631,5,3.0226,0.7312
1837.txt,71,1,2.943,0.0
1838.txt,1758,5,3.1821,0.2981
1839.txt,218,1,3.0117,0.0
184.txt,308,1,3.0379,0.0
1840.txt,409,2,2.3928,0.5706
1841.txt,85,1,2.9322,0.0
1842.txt,1491,4,3.4946,0.5818
1843.txt,666,2,3.6074,0.1688
1844.txt,199,1,2.9198,0.0
1845.txt,1624,5,3.1087,0.5797
1846.txt,779,2,3.0563,0.0878
1847.txt,463,2,3.1691,0.6469
1848.txt,946,3,3.2736,0.5167
1849.txt,1816,5,3.8919,0.5248
185.txt,556,2,3.1142,0.0453
1850.txt,931,3,4.0139,0.7892
1851.txt,911,3,3.2941,0.3197
1852.txt,1187,3,3.1106,0.5566
1853.txt,1539,4,2.3866,0.448
1854.txt,1259,4,3.3525,0.5092
1855.txt,51,1,3.0292,0.0
1856.txt,196,1,3.158,0.0
1857.txt,66,1,2.6155,0.0
1858.txt,623,2,3.0121,0.0094
1859.txt,38,1,3.0189,0.0
186.txt,1890,5,2.9416,0.5207
1860.txt,661,2,2.875,0.1094
1861.txt,1389,4,3.2687,0.6379
1862.txt,19,1,3.0131,0.0
1863.txt,141,1,2.9983,0.0
1864.txt,320,1,3.2318,0.0
1865.txt,419,2,3.0514,0.0204
1866.txt,192,1,3.0148,0.0
1867.txt,60,1,3.4124,0.0
1868.txt,394,1,3.0268,0.0
1869.txt,476,2,4.1583,0.2289
187.txt,207,1,3.0007,0.0
1870.txt,65,1,3.9038,0.0
1871.txt,379,1,3.8357,0.0
1872.txt,68,1,2.9268,0.0
1873.txt,824,3,2.6641,0.3369
1874.txt,197,1,2.8653,0.0
1875.txt,1447,4,3.2063,0.5762
1876.txt,1347,4,3.534,0.5649
1877.txt,1816,5,2.7925,0.9479
1878.txt,185,1,2.9229,0.0
1879.txt,124,1,3.0137,0.0
188.txt,2410,7,2.917,0.2237
1880.txt,47,1,3.0072,0.0
1881.txt,38,1,3.0191,0.0
1882.txt,300,1,3.0001,0.0
1883.txt,60,1,2.768,0.0
1884.txt,124,1,3.0106,0.0
1885.txt,4524,12,2.6053,0.5214
1886.txt,250,1,3.1,0.0
1887.txt,1848,5,2.9753,0.0807
1888.txt,1139,3,2.5461,0.7435
1889.txt,1100,3,3.0052,0.2206
189.txt,73,1,3.0152,0.0
1890.txt,2196,6,3.3997,0.4665
1891.txt,211,1,3.0109,0.0
1892.txt,2405,7,2.7739,0.4965
1893.txt,261,1,3.2431,0.0
1894.txt,239,1,3.0012,0.0
1895.txt,74,1,2.9911,0.0
1896.txt,3838,10,3.3653,0.3682
1897.txt,183,1,2.8976,0.0
1898.txt,275,1,4.7533,0.0
1899.txt,887,3,2.6164,0.5178
19.txt,622,2,2.9964,0.0038
190.txt,4680,12,2.9105,0.3289
1900.txt,68,1,2.766,0.0
1901.txt,793,2,3.2458,0.1033
1902.txt,1175,3,3.6612,0.0566
1903.txt,151,1,2.9585,0.0
1904.txt,57,1,3.0639,0.0
1905.txt,108,1,3.0658,0.0
1906.txt,53,1,3.209,0.0
1907.txt,95,1,2.3813,0.0
1908.txt,191,1,2.3319,0.0
1909.txt,103,1,2.8757,0.0
191.txt,100,1,3.0267,0.0
1910.txt,152,1,2.0772,0.0
1911.txt,1409,4,2.6334,0.2997
1912.txt,1640,5,3.0039,0.5049
1913.txt,108,1,1.9197,0.0
1914.txt,28,1,3.0175,0.0
1915.txt,2023,6,2.7385,0.4626
1916.txt,971,3,3.5375,0.741
1917.txt,85,1,3.0117,0.0
1918.txt,199,1,3.006,0.0
1919.txt,334,1,3.0645,0.0
192.txt,64,1,2.9507,0.0
1920.txt,107,1,3.1645,0.0
1921.txt,464,2,3.5643,0.2349
1922.txt,1093,3,3.4999,0.5316
1923.txt,564,2,3.5411,0.4448
1924.txt,862,3,3.377,0.4328
1925.txt,189,1,2.2838,0.0
1926.txt,84,1,3.0542,0.0
1927.txt,174,1,2.6002,0.0
1928.txt,43,1,3.884,0.0
1929.txt,235,1,2.8554,0.0
193.txt,113,1,2.1404,0.0
1930.txt,125,1,2.3323,0.0
1931.txt,1114,3,2.918,0.1169
1932.txt,45,1,2.9774,0.0
1933.txt,48,1,3.0244,0.0
1934.txt,592,2,2.9803,0.0228
1935.txt,141,1,3.0977,0.0
1936.txt,523,2,3.0482,0.4954
1937.txt,119,1,3.0137,0.0
1938.txt,105,1,2.7486,0.0
1939.txt,2244,6,3.569,0.4727
194.txt,1162,3,2.3239,0.7973
1940.txt,1347,4,3.229,0.3633
1941.txt,116,1,2.8136,0.0
1942.txt,2339,6,3.0773,0.4603
1943.txt,2100,6,3.0963,0.83
1944.txt,89,1,3.0543,0.0
1945.txt,1690,5,2.0757,0.4002
1946.txt,3297,9,2.9292,0.3923
1947.txt,5291,14,3.0073,0.2776
1948.txt,2109,6,3.5233,0.6632
1949.txt,285,1,3.0351,0.0
195.txt,298,1,3.0066,0.0
1950.txt,4561,12,2.9517,0.6123
1951.txt,1934,5,2.4717,0.3977
1952.txt,7635,20,2.7242,0.4565
1953.txt,1964,5,3.4374,0.6985
1954.txt,1821,5,3.1756,0.3521
1955.txt,311,1,2.9518,0.0
1956.txt,8616,22,3.8909,0.6915
1957.txt,1184,3,2.3756,0.4088
1958.txt,35,1,2.9352,0.0
1959.txt,767,2,3.4986,0.2633
196.txt,76,1,2.863,0.0
1960.txt,32,1,2.9505,0.0
1961.txt,1367,4,2.598,0.5623
1962.txt,414,2,2.9554,0.0312
1963.txt,1477,4,3.0306,0.0881
1964.txt,1130,3,2.4004,1.081
1965.txt,248,1,2.972,0.0
1966.txt,63,1,2.9981,0.0
1967.txt,712,2,4.1318,0.5385
1968.txt,716,2,1.6142,0.0061
1969.txt,240,1,2.4734,0.0
197.txt,138,1,2.9825,0.0
1970.txt,2510,7,2.154,0.9254
1971.txt,4003,11,2.5929,0.4701
1972.txt,942,3,3.0055,0.0025
1973.txt,2411,7,2.9517,0.0681
1974.txt,411,2,2.4816,0.3529
1975.txt,120,1,3.0049,0.0
1976.txt,561,2,3.3825,0.3863
1977.txt,1011,3,3.2863,0.5946
1978.txt,608,2,2.3025,0.3612
1979.txt,1108,3,3.0292,0.4502
198.txt,1522,4,2.9449,0.4208
1980.txt,983,3,4.2361,0.3703
1981.txt,808,3,2.8391,0.965
1982.txt,154,1,1.4031,0.0
1983.txt,531,2,3.0008,0.2241
1984.txt,1811,5,2.9548,0.6807
1985.txt,1865,5,2.9679,0.5594
1986.txt,174,1,4.4186,0.0
1987.txt,1333,4,3.3863,0.5539
1988.txt,100,1,2.0406,0.0
1989.txt,867,3,3.0339,0.0189
199.txt,124,1,2.9757,0.0
1990.txt,3207,9,3.0445,0.766
1991.txt,2502,7,3.0796,0.497
1992.txt,1264,4,3.0169,1.0038
1993.txt,64,1,3.6584,0.0
1994.txt,2191,6,2.9598,0.8486
1995.txt,230,1,3.3392,0.0
1996.txt,3134,8,3.0966,0.3823
1997.txt,1069,3,3.6974,0.6887
1998.txt,1271,4,2.776,0.8784
1999.txt,677,2,1.7433,0.3481
2.txt,5134,13,2.4686,0.6033
20.txt,902,3,2.5994,0.7898
200.txt,906,3,3.1451,0.2699
2000.txt,1516,4,3.3936,0.382
2001.txt,2839,8,3.7771,0.8043
2002.txt,6983,18,2.4064,0.5438
2003.txt,3748,10,3.0685,0.2158
2004.txt,1932,5,2.5188,0.8141
2005.txt,2032,6,2.7725,0.9114
2006.txt,323,1,3.2499,0.0
2007.txt,1217,4,3.5122,0.6157
2008.txt,43,1,2.9453,0.0
2009.txt,1287,4,3.7571,0.8399
201.txt,50,1,3.0133,0.0
2010.txt,1013,3,2.2604,0.2999
2011.txt,524,2,1.8762,0.4411
2012.txt,3221,9,2.8605,0.861
2013.txt,729,2,3.2068,0.2068
2014.txt,48,1,2.9071,0.0
2015.txt,224,1,2.6206,0.0
2016.txt,1346,4,3.4486,0.815
2017.txt,1944,5,3.1112,0.2616
2018.txt,377,1,1.9758,0.0
2019.txt,1793,5,3.0933,0.1871
202.txt,155,1,3.0883,0.0
2020.txt,458,2,1.9976,0.083
2021.txt,547,2,2.9976,0.0027
2022.txt,1935,5,2.7747,0.3315
2023.txt,4055,11,2.0013,0.8116
2024.txt,2809,8,2.8478,0.7144
2025.txt,2029,6,2.5973,0.5656
2026.txt,1563,4,2.8764,0.1819
2027.txt,290,1,2.5185,0.0
2028.txt,2354,6,3.0059,0.0085
2029.txt,805,3,3.2591,0.3651
203.txt,613,2,2.9373,0.085
2030.txt,41,1,3.0504,0.0
2031.txt,400,1,1.6411,0.0
2032.txt,2362,6,3.6544,0.3359
2033.txt,100,1,2.9926,0.0
2034.txt,903,3,2.7232,0.1995
2035.txt,59,1,2.9349,0.0
2036.txt,3972,10,2.6121,0.566
2037.txt,408,2,3.1851,0.1827
2038.txt,110,1,3.0505,0.0
2039.txt,1614,5,3.2755,0.8237
204.txt,2331,6,2.9464,0.1205
2040.txt,1454,4,3.0696,0.8535
2041.txt,1392,4,3.7923,0.6575
2042.txt,1178,3,1.9184,0.7901
2043.txt,69,1,3.0965,0.0
2044.txt,249,1,2.9495,0.0
2045.txt,1276,4,3.2274,0.7404
2046.txt,2673,7,2.4279,0.373
2047.txt,1346,4,1.817,0.4683
2048.txt,559,2,3.0265,0.0209
2049.txt,1248,4,2.5449,0.3676
205.txt,230,1,4.6138,0.0
2050.txt,2347,6,2.9589,0.4573
2051.txt,4189,11,2.6866,0.4922
2052.txt,139,1,3.1283,0.0
2053.txt,152,1,3.5156,0.0
2054.txt,2123,6,2.657,0.6066
2055.txt,996,3,2.9896,1.2455
2056.txt,4058,11,2.8181,0.3261
2057.txt,1132,3,3.6736,0.7475
2058.txt,2513,7,3.1022,0.1744
2059.txt,1031,3,2.9812,0.0573
206.txt,255,1,3.0102,0.0
2060.txt,2543,7,3.1593,0.1109
2061.txt,1463,4,3.0322,0.7299
2062.txt,1234,4,3.9899,0.2803
2063.txt,297,1,3.0361,0.0
2064.txt,1108,3,3.3251,0.5022
2065.txt,958,3,2.5762,1.1004
2066.txt,2747,7,3.3348,0.343
2067.txt,3080,8,2.5467,0.4673
2068.txt,387,1,2.989,0.0
2069.txt,530,2,3.2424,0.2601
207.txt,158,1,2.6831,0.0
2070.txt,117,1,2.9437,0.0
2071.txt,91,1,3.0006,0.0
2072.txt,869,3,2.5432,0.9166
2073.txt,81,1,2.9435,0.0
2074.txt,5310,14,2.6431,0.8671
2075.txt,1103,3,4.093,0.3404
2076.txt,62,1,2.9357,0.0
2077.txt,1779,5,3.1495,0.2464
2078.txt,1053,3,3.6132,0.3659
2079.txt,463,2,2.3678,0.2412
208.txt,83,1,2.9668,0.0
2080.txt,2030,6,2.9431,0.0937
2081.txt,409,2,1.9296,0.6762
2082.txt,3414,9,3.3183,0.4377
2083.txt,3230,9,3.1344,0.5584
2084.txt,3119,8,2.1606,0.502
2085.txt,2504,7,2.8358,0.7203
2086.txt,1442,4,3.3151,0.4031
2087.txt,274,1,2.6265,0.0
2088.txt,1735,5,3.0042,0.0302
2089.txt,1103,3,3.3889,0.2814
209.txt,3109,8,3.3297,0.5311
2090.txt,3965,10,3.0251,0.025
2091.txt,1085,3,2.3801,0.3002
2092.txt,3612,10,2.4573,0.515
2093.txt,684,2,1.6046,0.2114
2094.txt,2435,7,2.7517,0.7911
2095.txt,774,2,3.1497,0.1267
2096.txt,2001,6,3.2169,0.2196
2097.txt,54,1,1.9742,0.0
2098.txt,231,1,2.5031,0.0
2099.txt,985,3,2.7998,0.1845
21.txt,412,2,2.8337,0.1795
210.txt,351,1,2.8762,0.0
2100.txt,84,1,2.9383,0.0
2101.txt,3232,9,2.972,0.9547
2102.txt,2757,7,1.503,0.1976
2103.txt,1189,3,1.962,0.6179
2104.txt,1871,5,2.2492,0.274
2105.txt,220,1,3.0024,0.0
2106.txt,1962,5,2.7815,0.5193
2107.txt,874,3,3.0587,0.0971
2108.txt,3444,9,2.6331,0.5624
2109.txt,1165,3,3.2771,0.6033
211.txt,94,1,3.1132,0.0
2110.txt,7416,19,3.4072,0.5715
2111.txt,1349,4,2.6946,0.4935
2112.txt,1026,3,2.3819,0.392
2113.txt,5118,13,2.8614,0.1832
2114.txt,208,1,3.1118,0.0
2115.txt,345,1,2.6037,0.0
2116.txt,1869,5,1.5134,0.1823
2117.txt,2225,6,3.9533,0.4066
2118.txt,1769,5,3.5804,0.6027
2119.txt,6098,16,2.9544,0.5507
212.txt,318,1,2.0702,0.0
2120.txt,1972,5,3.3049,0.2261
2121.txt,455,2,2.8744,0.1368
2122.txt,313,1,2.4308,0.0
2123.txt,159,1,3.2711,0.0
2124.txt,3341,9,2.8245,0.627
2125.txt,1447,4,3.0964,0.1442
2126.txt,76,1,2.6642,0.0
2127.txt,1016,3,2.3434,0.4181
2128.txt,3428,9,3.1777,0.4433
2129.txt,5392,14,3.1905,0.5026
213.txt,211,1,3.0055,0.0
2130.txt,77,1,2.9943,0.0
2131.txt,1227,4,4.11,0.3185
2132.txt,198,1,3.0099,0.0
2133.txt,134,1,3.0025,0.0
2134.txt,332,1,1.8113,0.0
2135.txt,460,2,3.0062,0.0006
2136.txt,1705,5,2.9888,0.0288
2137.txt,700,2,1.3154,0.1076
2138.txt,2485,7,3.17,0.6271
2139.txt,449,2,3.1695,1.1049
214.txt,690,2,2.0606,0.0223
2140.txt,3750,10,2.8657,0.5717
2141.txt,1450,4,3.3827,0.3305
2142.txt,66,1,2.9398,0.0
2143.txt,2018,6,3.1308,0.2286
2144.txt,349,1,2.8779,0.0
2145.txt,173,1,1.6711,0.0
2146.txt,1069,3,3.2731,0.2866
2147.txt,1400,4,2.5266,0.4388
2148.txt,3733,10,2.9324,0.4374
2149.txt,980,3,2.9187,0.1033
215.txt,1866,5,2.861,0.1502
2150.txt,56,1,2.9678,0.0
2151.txt,1506,4,2.5979,0.3514
2152.txt,211,1,1.9612,0.0
2153.txt,218,1,2.98,0.0
2154.txt,88,1,3.0167,0.0
2155.txt,5229,14,2.8681,0.4494
2156.txt,2443,7,2.824,0.4673
2157.txt,694,2,3.0144,0.0141
2158.txt,528,2,2.9823,0.0967
2159.txt,259,1,2.9417,0.0
216.txt,90,1,3.7677,0.0
2160.txt,2079,6,2.8676,0.5345
2161.txt,4529,12,2.5507,0.6516
2162.txt,25,1,3.0143,0.0
2163.txt,1382,4,3.7708,0.64
2164.txt,2689,7,2.6155,0.5417
2165.txt,5543,14,3.9384,0.5124
2166.txt,1714,5,2.2726,0.4597
2167.txt,92,1,2.3464,0.0
2168.txt,1340,4,2.9852,0.0195
2169.txt,4462,12,3.3259,0.3383
217.txt,144,1,2.4595,0.0
2170.txt,632,2,2.9933,0.0054
2171.txt,127,1,3.0094,0.0
2172.txt,462,2,3.0543,0.0409
2173.txt,427,2,2.1239,0.1468
2174.txt,2717,7,3.2187,0.7495
2175.txt,677,2,2.9919,0.0012
2176.txt,122,1,2.643,0.0
2177.txt,3098,8,2.1686,0.3578
2178.txt,1466,4,2.4131,0.3522
2179.txt,2524,7,3.0289,0.0353
218.txt,1414,4,3.1085,0.3925
2180.txt,2714,7,3.6694,0.6254
2181.txt,5213,14,2.68,0.4379
2182.txt,26,1,2.1794,0.0
2183.txt,2230,6,2.8784,0.3693
2184.txt,64,1,2.9894,0.0
2185.txt,1602,5,2.6539,0.573
2186.txt,965,3,3.4207,0.1256
2187.txt,771,2,3.0208,0.0016
2188.txt,100,1,2.9778,0.0
2189.txt,952,3,3.1912,0.1843
219.txt,249,1,1.7483,0.0
2190.txt,191,1,3.0401,0.0
2191.txt,3370,9,3.2646,0.6972
2192.txt,3257,9,3.1467,0.5183
2193.txt,104,1,2.8053,0.0
2194.txt,1227,4,3.0011,0.0634
2195.txt,408,2,2.4185,0.5581
2196.txt,732,2,2.9919,0.0135
2197.txt,306,1,4.5722,0.0
2198.txt,3170,8,2.85,0.8388
2199.txt,126,1,3.0266,0.0
22.txt,120,1,3.4435,0.0
220.txt,607,2,3.5079,0.3227
2200.txt,2557,7,2.7322,0.9485
2201.txt,2659,7,2.618,0.4995
2202.txt,449,2,2.8358,0.3473
2203.txt,751,2,3.0113,0.0028
2204.txt,4067,11,3.0217,0.0586
2205.txt,1761,5,3.6569,0.4044
2206.txt,110,1,1.9154,0.0
2207.txt,523,2,3.107,0.1044
2208.txt,541,2,2.929,0.0658
2209.txt,269,1,2.9192,0.0
221.txt,1364,4,2.8501,0.2443
2210.txt,170,1,3.8495,0.0
2211.txt,94,1,4.358,0.0
2212.txt,1771,5,3.3388,0.372
2213.txt,2349,6,2.6322,0.473
2214.txt,2157,6,2.5373,0.4773
2215.txt,718,2,3.0094,0.0037
2216.txt,3610,10,2.8047,0.3311
2217.txt,1896,5,3.132,0.6308
2218.txt,1753,5,3.1193,0.2506
2219.txt,260,1,2.94,0.0
222.txt,1325,4,3.3017,0.9029
2220.txt,693,2,2.6564,0.5364
2221.txt,1010,3,1.3929,0.1448
2222.txt,1214,4,2.9038,0.6663
2223.txt,291,1,2.8803,0.0
2224.txt,4636,12,3.0371,0.651
2225.txt,10819,28,3.2464,0.557
2226.txt,928,3,1.3715,0.1225
2227.txt,3679,10,2.8177,0.402
2228.txt,1824,5,2.8031,0.8706
2229.txt,6831,18,2.9825,0.4613
223.txt,138,1,3.0171,0.0
2230.txt,2012,6,3.6172,0.8396
2231.txt,213,1,1.5706,0.0
2232.txt,1572,4,3.2734,0.276
2233.txt,99,1,3.1994,0.0
2234.txt,246,1,3.0946,0.0
2235.txt,207,1,3.8787,0.0
2236.txt,85,1,2.4397,0.0
2237.txt,1509,4,2.6862,0.2919
2238.txt,366,1,3.1588,0.0
2239.txt,1653,5,2.5829,1.0333
224.txt,2279,6,2.9944,0.7015
2240.txt,1729,5,2.9921,0.34
2241.txt,1731,5,3.0561,0.0508
2242.txt,6130,16,3.0852,0.2921
2243.txt,146,1,3.3531,0.0
2244.txt,1502,4,3.7563,0.5261
2245.txt,1620,5,3.5013,0.2052
2246.txt,266,1,1.5879,0.0
2247.txt,1134,3,2.6009,0.5604
2248.txt,413,2,3.3734,0.3605
2249.txt,1743,5,2.81,0.5979
225.txt,2045,6,2.9917,0.0412
2250.txt,3072,8,2.4648,1.0702
2251.txt,2710,7,3.6325,0.423
2252.txt,1475,4,3.1075,0.0689
2253.txt,1355,4,3.631,0.5005
2254.txt,91,1,2.6268,0.0
2255.txt,1194,3,3.5063,0.3165
2256.txt,177,1,2.759,0.0
2257.txt,2422,7,2.9617,0.5473
2258.txt,961,3,2.9253,0.0616
2259.txt,52,1,3.5249,0.0
226.txt,747,2,3.5852,0.6244
2260.txt,967,3,3.3044,0.455
2261.txt,998,3,2.5108,0.3516
2262.txt,4949,13,2.9301,0.26
2263.txt,4365,11,2.8953,0.3723
2264.txt,847,3,3.3891,0.4406
2265.txt,3931,10,2.8884,0.3697
2266.txt,193,1,2.9924,0.0
2267.txt,181,1,2.7481,0.0
2268.txt,5256,14,2.3949,0.6211
2269.txt,2326,6,2.7493,0.2392
227.txt,138,1,2.6502,0.0
2270.txt,1390,4,1.4528,0.289
2271.txt,2585,7,3.1794,0.8963
2272.txt,2352,6,2.0889,0.7646
2273.txt,301,1,2.6042,0.0
2274.txt,3089,8,2.2768,0.4702
