file_name,text_length,chunks_count,expected_sentiment_value,sentiment_volatility
2275.txt,3596,9,2.7074,0.2652
2276.txt,2470,7,4.2879,0.2495
2277.txt,123,1,3.6069,0.0
2278.txt,237,1,3.609,0.0
2279.txt,2634,7,2.8452,0.3444
228.txt,174,1,2.3339,0.0
2280.txt,1439,4,3.468,0.7516
2281.txt,3619,10,2.9561,0.2751
2282.txt,832,3,2.3063,0.2552
2283.txt,1452,4,2.5283,0.454
2284.txt,1979,5,3.1198,0.1762
2285.txt,1274,4,2.6542,0.6614
2286.txt,2640,7,2.9561,0.1626
2287.txt,2463,7,2.063,0.616
2288.txt,5999,15,3.0704,0.3351
2289.txt,1287,4,3.5724,0.6295
229.txt,304,1,2.9311,0.0
2290.txt,388,1,2.9886,0.0
2291.txt,2859,8,2.7427,0.6345
2292.txt,563,2,1.6981,0.288
2293.txt,1658,5,3.6227,0.4275
2294.txt,298,1,3.8783,0.0
2295.txt,213,1,3.5496,0.0
2296.txt,1125,3,1.713,0.2806
2297.txt,2421,7,3.4565,0.4956
2298.txt,121,1,2.9959,0.0
2299.txt,1799,5,3.3031,1.0313
23.txt,98,1,3.578,0.0
230.txt,259,1,3.0082,0.0
2300.txt,6521,17,2.8074,0.2859
2301.txt,2639,7,2.9441,0.0994
2302.txt,1529,4,4.432,0.2667
2303.txt,3355,9,2.9531,0.203
2304.txt,2142,6,2.4679,0.6988
2305.txt,1165,3,4.1191,0.2387
2306.txt,3417,9,2.8997,0.2674
2307.txt,164,1,2.702,0.0
2308.txt,780,2,3.0586,0.1361
2309.txt,641,2,1.9899,0.7581
231.txt,423,2,1.7523,0.111
2310.txt,834,3,2.6383,0.3654
2311.txt,4430,12,3.1143,0.6767
2312.txt,44,1,3.0838,0.0
2313.txt,1660,5,2.9174,1.0235
2314.txt,3906,10,2.8386,0.5243
2315.txt,2134,6,2.9541,0.6056
2316.txt,119,1,3.0112,0.0
2317.txt,3856,10,2.7708,0.4018
2318.txt,189,1,2.2083,0.0
2319.txt,206,1,2.9885,0.0
232.txt,68,1,2.8276,0.0
2320.txt,266,1,4.7947,0.0
2321.txt,88,1,2.983,0.0
2322.txt,137,1,3.0327,0.0
2323.txt,119,1,3.1897,0.0
2324.txt,265,1,3.1569,0.0
2325.txt,702,2,3.1026,0.0968
2326.txt,947,3,2.8818,0.4219
2327.txt,750,2,3.4578,0.333
2328.txt,411,2,2.711,0.3914
2329.txt,2012,6,2.7559,0.6605
233.txt,202,1,2.9838,0.0
2330.txt,633,2,3.8013,0.6875
2331.txt,3362,9,3.1395,0.766
2332.txt,318,1,1.3618,0.0
2333.txt,269,1,3.7026,0.0
2334.txt,1141,3,3.2551,0.452
2335.txt,281,1,4.0274,0.0
2336.txt,231,1,2.0658,0.0
2337.txt,648,2,4.1718,0.4111
2338.txt,158,1,2.9483,0.0
2339.txt,1331,4,2.5151,0.6507
234.txt,187,1,2.9113,0.0
2340.txt,2297,6,3.2989,0.6268
2341.txt,1685,5,3.5288,0.996
2342.txt,75,1,3.107,0.0
2343.txt,354,1,2.9389,0.0
2344.txt,310,1,2.9085,0.0
2345.txt,704,2,3.015,0.0071
2346.txt,2567,7,3.1384,0.3961
2347.txt,100,1,2.2412,0.0
2348.txt,2404,7,2.7499,1.0423
2349.txt,995,3,3.3445,0.265
235.txt,247,1,3.0153,0.0
2350.txt,1503,4,4.081,0.2512
2351.txt,1647,5,3.3634,0.4744
2352.txt,1710,5,3.2925,0.5178
2353.txt,1087,3,3.7136,0.4075
2354.txt,2405,7,2.7807,0.2373
2355.txt,107,1,3.014,0.0
2356.txt,1438,4,2.9228,0.1846
2357.txt,1318,4,3.9541,0.7961
2358.txt,453,2,2.8899,0.0303
2359.txt,1693,5,3.6041,0.684
236.txt,3393,9,2.7237,0.6291
2360.txt,423,2,1.7803,0.2513
2361.txt,1451,4,2.9243,0.6506
2362.txt,2835,8,3.0757,0.5404
2363.txt,3424,9,2.6948,0.7204
2364.txt,456,2,2.8857,0.1152
2365.txt,412,2,2.9919,0.0256
2366.txt,1298,4,3.0987,0.2028
2367.txt,64,1,3.9507,0.0
2368.txt,3153,8,2.9467,0.5694
2369.txt,918,3,3.5827,0.2598
237.txt,1719,5,2.6425,0.4132
2370.txt,2614,7,2.8791,0.4009
2371.txt,879,3,4.0644,0.1994
2372.txt,2606,7,3.0828,0.9306
2373.txt,8856,23,3.3182,0.6342
2374.txt,235,1,3.1025,0.0
2375.txt,357,1,2.9861,0.0
2376.txt,428,2,2.2756,0.2776
2377.txt,104,1,2.9774,0.0
2378.txt,1566,4,3.1168,0.1859
2379.txt,2453,7,3.2781,0.2937
238.txt,216,1,2.2962,0.0
2380.txt,1304,4,2.3809,0.3043
2381.txt,2007,6,3.1348,0.2979
2382.txt,190,1,2.3822,0.0
2383.txt,1911,5,3.4029,0.5222
2384.txt,5521,14,2.9937,0.0357
2385.txt,517,2,4.5213,0.0833
2386.txt,286,1,3.0802,0.0
2387.txt,914,3,4.1687,0.4101
2388.txt,857,3,2.7149,0.459
2389.txt,3759,10,2.8996,0.832
239.txt,63,1,3.1138,0.0
2390.txt,2172,6,1.6158,0.3261
2391.txt,1721,5,2.8704,0.336
2392.txt,951,3,2.2982,0.034
2393.txt,899,3,2.5802,0.2153
2394.txt,222,1,2.8583,0.0
2395.txt,254,1,3.0896,0.0
2396.txt,2705,7,3.3132,0.6816
2397.txt,1164,3,2.73,0.6677
2398.txt,4026,11,2.2073,0.5935
2399.txt,616,2,3.3797,0.4584
24.txt,388,1,2.947,0.0
240.txt,282,1,2.0067,0.0
2400.txt,705,2,2.7491,0.4137
2401.txt,254,1,2.1665,0.0
2402.txt,3005,8,2.8403,0.3459
2403.txt,237,1,3.4156,0.0
2404.txt,754,2,2.3584,0.4138
2405.txt,2163,6,2.9793,0.0885
2406.txt,150,1,2.9436,0.0
2407.txt,1037,3,3.0272,0.069
2408.txt,948,3,3.0756,1.2457
2409.txt,127,1,3.8027,0.0
241.txt,303,1,2.9809,0.0
2410.txt,2573,7,2.5302,0.3835
2411.txt,4313,11,2.871,0.5094
2412.txt,815,3,3.2129,0.2948
2413.txt,915,3,3.7565,0.7591
2414.txt,2974,8,2.8619,0.283
2415.txt,692,2,1.3401,0.126
2416.txt,264,1,2.5997,0.0
2417.txt,352,1,2.5322,0.0
2418.txt,167,1,2.9813,0.0
2419.txt,1517,4,3.0092,0.1876
242.txt,123,1,1.8197,0.0
2420.txt,1662,5,3.0556,0.3941
2421.txt,337,1,3.0467,0.0
2422.txt,2565,7,3.0478,0.3765
2423.txt,2741,7,2.625,0.4841
2424.txt,232,1,3.0014,0.0
2425.txt,2128,6,2.8005,0.3109
2426.txt,4827,13,3.1939,0.6554
2427.txt,2315,6,4.0072,0.2026
2428.txt,2011,6,2.7402,0.6484
2429.txt,221,1,2.5126,0.0
243.txt,174,1,2.9976,0.0
2430.txt,91,1,2.5275,0.0
2431.txt,1562,4,2.8596,0.4936
2432.txt,42,1,3.8404,0.0
2433.txt,1386,4,3.0199,0.0548
2434.txt,705,2,2.726,0.5197
2435.txt,1671,5,3.3647,0.2217
2436.txt,189,1,2.3542,0.0
2437.txt,1979,5,2.7341,0.4701
2438.txt,500,2,3.3918,0.4092
2439.txt,94,1,2.9436,0.0
244.txt,1345,4,2.6576,0.46
2440.txt,304,1,4.1163,0.0
2441.txt,2924,8,2.9787,0.3104
2442.txt,107,1,2.5165,0.0
2443.txt,327,1,3.0452,0.0
2444.txt,34,1,3.0999,0.0
2445.txt,763,2,2.9835,0.0011
2446.txt,1029,3,3.2198,0.2063
2447.txt,799,2,3.3134,0.4667
2448.txt,859,3,3.2362,0.5914
2449.txt,159,1,3.0297,0.0
245.txt,191,1,3.2455,0.0
2450.txt,2146,6,3.374,0.5095
2451.txt,189,1,1.642,0.0
2452.txt,148,1,3.3927,0.0
2453.txt,173,1,3.1964,0.0
2454.txt,164,1,2.9502,0.0
2455.txt,357,1,2.5566,0.0
2456.txt,263,1,3.004,0.0
2457.txt,2805,8,2.8186,0.6345
2458.txt,560,2,2.9982,0.0224
2459.txt,125,1,2.539,0.0
246.txt,62,1,3.0164,0.0
2460.txt,1473,4,2.6356,0.7474
2461.txt,1739,5,2.6524,0.3478
2462.txt,924,3,3.0792,0.1118
2463.txt,1758,5,3.2673,0.3875
2464.txt,718,2,3.0859,0.0592
2465.txt,534,2,3.9452,0.6268
2466.txt,143,1,3.0564,0.0
2467.txt,104,1,2.5031,0.0
2468.txt,3013,8,3.753,0.6353
2469.txt,2704,7,2.9879,0.0284
247.txt,473,2,3.4386,0.4274
2470.txt,185,1,2.9676,0.0
2471.txt,1183,3,3.2097,0.258
2472.txt,4227,11,3.4552,0.5697
2473.txt,2057,6,3.1313,0.278
2474.txt,554,2,3.3175,0.3607
2475.txt,3455,9,2.6934,0.4651
2476.txt,1902,5,3.4848,1.0469
2477.txt,230,1,2.6908,0.0
2478.txt,129,1,3.8546,0.0
2479.txt,65,1,2.9926,0.0
248.txt,269,1,3.0105,0.0
2480.txt,797,2,1.3879,0.1542
2481.txt,568,2,2.8101,0.1192
2482.txt,394,1,2.9735,0.0
2483.txt,180,1,1.8265,0.0
2484.txt,76,1,2.1398,0.0
2485.txt,306,1,2.9944,0.0
2486.txt,79,1,2.3364,0.0
2487.txt,209,1,2.7197,0.0
2488.txt,4399,11,3.0607,0.7752
2489.txt,453,2,3.0131,0.0107
249.txt,85,1,2.9916,0.0
2490.txt,87,1,1.4861,0.0
2491.txt,663,2,3.4591,0.4051
2492.txt,669,2,2.395,0.6145
2493.txt,3292,9,2.8373,1.0347
2494.txt,88,1,2.9075,0.0
2495.txt,100,1,3.0071,0.0
2496.txt,166,1,1.9701,0.0
2497.txt,2121,6,3.2955,0.5365
2498.txt,248,1,2.0168,0.0
2499.txt,58,1,3.0492,0.0
25.txt,90,1,2.7384,0.0
250.txt,111,1,3.048,0.0
2500.txt,2161,6,3.0486,0.0742
2501.txt,2024,6,2.8337,0.6406
2502.txt,418,2,2.3765,0.6976
2503.txt,478,2,2.7675,0.052
2504.txt,2220,6,2.3039,0.472
2505.txt,1363,4,3.6877,0.2565
2506.txt,2056,6,2.7536,0.6428
2507.txt,266,1,2.0407,0.0
2508.txt,64,1,2.6321,0.0
2509.txt,1661,5,3.315,0.6124
251.txt,1775,5,2.7376,0.5554
2510.txt,665,2,2.2664,0.1029
2511.txt,450,2,3.2435,0.3127
2512.txt,237,1,3.1588,0.0
2513.txt,1218,4,2.5706,0.4838
2514.txt,617,2,2.3362,0.5526
2515.txt,1490,4,3.723,0.9139
2516.txt,160,1,4.1202,0.0
2517.txt,181,1,2.3673,0.0
2518.txt,266,1,3.9972,0.0
2519.txt,1234,4,1.9575,0.4452
252.txt,809,3,3.382,0.6662
2520.txt,842,3,2.2579,0.6382
2521.txt,175,1,2.0445,0.0
2522.txt,2554,7,3.7822,0.7783
2523.txt,16633,42,2.7608,0.6988
2524.txt,2896,8,2.2728,0.4508
2525.txt,324,1,2.5267,0.0
2526.txt,751,2,2.1592,0.3957
2527.txt,2473,7,3.4235,0.5631
2528.txt,441,2,2.9959,0.0097
2529.txt,575,2,3.4327,0.3382
253.txt,61,1,3.0284,0.0
2530.txt,797,2,3.0057,1.4771
2531.txt,158,1,2.9848,0.0
2532.txt,133,1,2.6235,0.0
2533.txt,3968,10,3.2501,0.7801
2534.txt,1053,3,3.0526,0.1259
2535.txt,2463,7,3.1805,0.5428
2536.txt,199,1,2.1761,0.0
2537.txt,3915,10,3.2284,0.3162
2538.txt,1148,3,2.9574,0.0751
2539.txt,4944,13,3.005,0.4663
254.txt,47,1,3.0103,0.0
2540.txt,3380,9,2.9813,0.2636
2541.txt,1940,5,2.992,0.0404
2542.txt,622,2,4.2415,0.1919
2543.txt,1866,5,3.168,0.4405
2544.txt,538,2,3.4383,0.2127
2545.txt,2714,7,3.7826,0.544
2546.txt,254,1,3.2882,0.0
2547.txt,265,1,3.008,0.0
2548.txt,1149,3,2.8444,0.8246
2549.txt,2736,7,2.7985,0.2997
255.txt,140,1,2.8802,0.0
2550.txt,393,1,2.7919,0.0
2551.txt,2188,6,3.6083,0.4472
2552.txt,2648,7,2.7917,0.7422
2553.txt,1976,5,3.1151,0.332
2554.txt,1512,4,3.3514,0.2571
2555.txt,1247,4,3.3702,0.5603
2556.txt,381,1,3.0827,0.0
2557.txt,632,2,3.8925,0.8238
2558.txt,90,1,1.9354,0.0
2559.txt,875,3,1.6706,0.211
256.txt,495,2,4.4044,0.3389
2560.txt,2724,7,2.9203,0.3319
2561.txt,367,1,2.9643,0.0
2562.txt,1061,3,2.9287,1.1764
2563.txt,1645,5,3.5014,0.4085
2564.txt,3796,10,2.8939,0.4238
2565.txt,267,1,3.0175,0.0
2566.txt,424,2,2.9836,0.9274
2567.txt,2053,6,3.5572,1.1379
2568.txt,2566,7,2.671,0.2932
2569.txt,4809,13,2.571,0.6831
257.txt,224,1,2.5679,0.0
2570.txt,1274,4,2.6511,0.6378
2571.txt,572,2,2.4714,0.1568
2572.txt,110,1,1.72,0.0
2573.txt,2198,6,3.266,0.3188
2574.txt,229,1,3.0107,0.0
2575.txt,1576,4,2.6143,0.6017
2576.txt,324,1,4.2042,0.0
2577.txt,1594,4,2.1149,0.5924
2578.txt,434,2,3.043,0.0385
2579.txt,247,1,2.8562,0.0
258.txt,85,1,2.4841,0.0
2580.txt,2823,8,3.4893,0.3905
2581.txt,1929,5,2.9896,0.0149
2582.txt,2184,6,2.8775,0.5773
2583.txt,1436,4,3.0017,0.1624
2584.txt,2057,6,3.402,0.7734
2585.txt,780,2,3.3384,0.3429
2586.txt,637,2,1.505,0.1661
2587.txt,78,1,3.2876,0.0
2588.txt,796,2,3.5852,0.2263
2589.txt,1194,3,3.0005,0.0035
259.txt,101,1,3.0349,0.0
2590.txt,363,1,2.905,0.0
2591.txt,2663,7,3.1058,0.848
2592.txt,3407,9,3.1745,0.51
2593.txt,379,1,3.0049,0.0
2594.txt,2118,6,2.9874,0.6875
2595.txt,85,1,2.2611,0.0
2596.txt,1618,5,3.1595,0.4593
2597.txt,1492,4,1.6329,0.4712
2598.txt,1156,3,2.861,0.8709
2599.txt,1899,5,3.1558,0.5108
26.txt,40,1,2.7778,0.0
260.txt,418,2,3.0238,1.0857
2600.txt,2836,8,3.1234,0.6263
2601.txt,694,2,3.0,0.0231
2602.txt,2559,7,3.6926,0.3116
2603.txt,101,1,2.6358,0.0
2604.txt,697,2,1.4463,0.0069
2605.txt,1254,4,2.6698,0.6801
2606.txt,2526,7,2.9929,0.3981
2607.txt,8328,21,2.6107,0.5496
2608.txt,2559,7,3.0085,0.6652
2609.txt,858,3,4.0413,0.0357
261.txt,2569,7,3.0253,0.0311
2610.txt,762,2,2.5669,0.4286
2611.txt,272,1,2.9266,0.0
2612.txt,1485,4,3.2187,0.3165
2613.txt,2562,7,3.0555,1.0843
2614.txt,2914,8,2.6959,0.7862
2615.txt,139,1,2.9481,0.0
2616.txt,2406,7,4.2168,0.4538
2617.txt,344,1,3.466,0.0
2618.txt,92,1,3.4168,0.0
2619.txt,2164,6,3.3106,0.3967
262.txt,3192,8,3.0025,0.01
2620.txt,153,1,2.65,0.0
2621.txt,144,1,3.0181,0.0
2622.txt,3304,9,2.9597,0.5412
2623.txt,2276,6,2.9544,0.526
2624.txt,2819,8,3.155,0.441
2625.txt,2339,6,3.4015,0.8016
2626.txt,1293,4,3.0528,0.5755
2627.txt,2165,6,3.1091,0.6212
2628.txt,1114,3,2.9966,0.0108
2629.txt,3827,10,3.084,0.38
263.txt,1799,5,2.3039,0.3367
2630.txt,776,2,3.6328,0.417
2631.txt,948,3,2.4063,0.4916
2632.txt,775,2,2.6206,0.0348
2633.txt,308,1,2.9877,0.0
2634.txt,295,1,1.3523,0.0
2635.txt,2395,6,2.4698,0.7659
2636.txt,172,1,1.3792,0.0
2637.txt,2910,8,3.3321,0.6246
2638.txt,1764,5,3.2995,0.5571
2639.txt,3164,8,2.8496,0.7585
264.txt,117,1,3.0897,0.0
2640.txt,925,3,3.272,0.1982
2641.txt,751,2,3.8503,0.0927
2642.txt,3299,9,2.887,0.636
2643.txt,848,3,3.5061,0.5913
2644.txt,346,1,2.4237,0.0
2645.txt,114,1,2.0089,0.0
2646.txt,631,2,2.8688,0.0103
2647.txt,2438,7,2.9958,0.4954
2648.txt,1032,3,3.7481,0.4993
2649.txt,254,1,3.9196,0.0
265.txt,84,1,2.8576,0.0
2650.txt,1442,4,2.854,0.8994
2651.txt,2125,6,2.7232,0.6353
2652.txt,563,2,3.5981,0.4088
2653.txt,1696,5,2.7964,0.3109
2654.txt,1567,4,2.9476,0.2375
2655.txt,2217,6,2.802,0.3968
2656.txt,345,1,4.6786,0.0
2657.txt,1563,4,2.7027,0.3875
2658.txt,2123,6,3.4334,0.3476
2659.txt,88,1,2.9761,0.0
266.txt,182,1,2.8578,0.0
2660.txt,1784,5,2.9934,0.1089
2661.txt,109,1,2.7414,0.0
2662.txt,1869,5,3.1872,0.3899
2663.txt,1574,4,3.2474,0.3468
2664.txt,527,2,3.1374,0.0213
2665.txt,2281,6,2.6952,1.0597
2666.txt,616,2,4.5953,0.0388
2667.txt,172,1,3.5008,0.0
2668.txt,3048,8,2.633,0.6016
2669.txt,3010,8,2.8883,0.3651
267.txt,139,1,3.0018,0.0
2670.txt,1517,4,2.2807,0.4227
2671.txt,1505,4,2.2307,0.2709
2672.txt,1832,5,3.1496,0.1879
2673.txt,642,2,2.6171,1.2312
2674.txt,2904,8,3.3256,0.5913
2675.txt,925,3,1.7641,0.2123
2676.txt,367,1,2.1999,0.0
2677.txt,1465,4,2.6013,0.4052
2678.txt,141,1,3.0036,0.0
2679.txt,457,2,2.9747,0.001
268.txt,181,1,2.8889,0.0
2680.txt,67,1,2.9756,0.0
2681.txt,4412,12,2.8528,0.3234
2682.txt,4224,11,2.9432,0.411
2683.txt,2879,8,3.3534,0.6193
2684.txt,172,1,2.6686,0.0
2685.txt,752,2,3.0268,0.0237
2686.txt,1506,4,2.9735,0.0354
2687.txt,963,3,3.1519,0.1887
2688.txt,2003,6,2.8268,0.8122
2689.txt,268,1,2.7113,0.0
269.txt,37,1,2.9975,0.0
2690.txt,1589,4,3.1653,0.608
2691.txt,1510,4,3.4346,0.8566
2692.txt,1718,5,3.5661,0.7155
2693.txt,985,3,3.0731,0.0555
2694.txt,1431,4,2.7994,1.0325
2695.txt,1848,5,2.5956,0.3084
2696.txt,689,2,3.1377,0.1169
2697.txt,3378,9,3.1986,0.8483
2698.txt,2996,8,3.636,0.9382
2699.txt,4669,12,3.3572,0.6168
27.txt,192,1,3.1797,0.0
270.txt,1273,4,3.4397,0.9538
2700.txt,1678,5,3.2625,0.3628
2701.txt,3573,9,2.7994,0.439
2702.txt,2476,7,3.0238,0.2893
2703.txt,64,1,3.2632,0.0
2704.txt,1322,4,4.0379,0.3369
2705.txt,447,2,3.3007,0.0381
2706.txt,1987,5,3.2571,0.991
2707.txt,1393,4,3.2169,0.5844
2708.txt,576,2,2.9633,0.0331
2709.txt,319,1,2.9127,0.0
271.txt,95,1,2.9895,0.0
2710.txt,2143,6,3.2691,0.7717
2711.txt,2113,6,3.2571,0.6713
2712.txt,3268,9,3.2241,0.3397
2713.txt,2979,8,3.1324,0.3115
2714.txt,1743,5,3.2081,0.3864
2715.txt,5057,13,3.4058,0.7556
2716.txt,307,1,3.0112,0.0
2717.txt,1184,3,3.1592,0.2287
2718.txt,900,3,2.6311,0.6852
2719.txt,1603,5,2.7317,0.5432
272.txt,241,1,3.1072,0.0
2720.txt,316,1,2.2295,0.0
2721.txt,1386,4,2.9453,0.0996
2722.txt,1089,3,3.2304,0.665
2723.txt,1359,4,3.3233,0.8478
2724.txt,1336,4,2.0042,0.278
2725.txt,137,1,3.8045,0.0
2726.txt,1945,5,3.3858,0.3167
2727.txt,2534,7,2.601,0.4707
2728.txt,57,1,3.0042,0.0
2729.txt,1920,5,2.7655,0.4324
273.txt,1582,4,2.4056,0.6323
2730.txt,4064,11,2.9175,0.3099
2731.txt,1157,3,3.2058,0.3206
2732.txt,1947,5,2.9498,0.1273
2733.txt,1138,3,1.7522,0.185
2734.txt,48,1,3.807,0.0
2735.txt,115,1,1.693,0.0
2736.txt,566,2,2.7164,0.2678
2737.txt,160,1,2.027,0.0
2738.txt,89,1,3.0047,0.0
2739.txt,979,3,3.2335,0.4654
274.txt,155,1,1.359,0.0
2740.txt,2311,6,2.5478,0.4695
2741.txt,2173,6,3.3079,0.4646
2742.txt,2370,6,2.3261,0.4072
2743.txt,1144,3,2.8094,0.1216
2744.txt,1016,3,3.7789,0.7076
2745.txt,1966,5,2.2388,0.5131
2746.txt,2519,7,2.9621,0.5323
2747.txt,1441,4,2.6451,0.0572
2748.txt,3461,9,3.0743,0.1466
2749.txt,1497,4,3.2124,0.2998
275.txt,251,1,3.0149,0.0
2750.txt,1612,5,3.1336,0.4981
2751.txt,1693,5,2.7007,0.6428
2752.txt,1104,3,2.5377,0.3684
2753.txt,792,2,3.967,0.0779
2754.txt,1474,4,3.7913,0.5464
2755.txt,368,1,1.2905,0.0
2756.txt,142,1,2.8572,0.0
2757.txt,337,1,2.6808,0.0
2758.txt,776,2,3.2498,0.5321
2759.txt,1466,4,3.0948,0.4208
276.txt,65,1,3.0004,0.0
2760.txt,1028,3,2.1328,0.4618
2761.txt,3347,9,3.0863,0.4343
2762.txt,1454,4,3.6998,0.6619
2763.txt,1350,4,2.9994,0.9397
2764.txt,1579,4,2.8248,0.4408
2765.txt,113,1,4.4233,0.0
2766.txt,879,3,2.2975,0.7367
2767.txt,3798,10,3.5234,0.6011
2768.txt,610,2,3.0372,0.032
2769.txt,2584,7,3.0584,1.0985
277.txt,1629,5,2.7447,0.4379
2770.txt,1420,4,2.7884,1.0572
2771.txt,245,1,2.2427,0.0
2772.txt,3286,9,3.1187,0.6329
2773.txt,86,1,2.6261,0.0
2774.txt,181,1,2.8949,0.0
2775.txt,3071,8,2.5522,0.4016
2776.txt,2673,7,3.3746,0.6202
2777.txt,38,1,3.0227,0.0
2778.txt,3299,9,3.1459,0.4416
2779.txt,278,1,2.3846,0.0
278.txt,1006,3,3.1507,0.7602
2780.txt,1681,5,3.3333,0.743
2781.txt,6481,17,2.8589,0.5346
2782.txt,5338,14,2.9793,0.1335
2783.txt,1268,4,2.755,0.7544
2784.txt,1288,4,3.3914,0.5438
2785.txt,665,2,2.0037,0.0821
2786.txt,1415,4,3.5766,0.441
2787.txt,78,1,2.9838,0.0
2788.txt,871,3,2.5061,0.529
2789.txt,1309,4,3.281,0.369
279.txt,135,1,2.865,0.0
2790.txt,2522,7,2.789,0.3605
2791.txt,3084,8,3.0036,0.7501
2792.txt,5891,15,2.9162,0.6267
2793.txt,1184,3,3.8275,0.6053
2794.txt,5731,15,2.4188,0.8422
2795.txt,1583,4,2.9148,0.0877
2796.txt,2463,7,2.9203,0.1186
2797.txt,1217,4,2.6411,0.5864
2798.txt,612,2,2.6588,0.3783
2799.txt,239,1,3.1097,0.0
28.txt,66,1,2.6225,0.0
280.txt,1511,4,1.7081,0.2885
2800.txt,1619,5,1.8847,0.7444
2801.txt,72,1,2.9592,0.0
2802.txt,2569,7,3.2189,0.9869
2803.txt,122,1,2.9115,0.0
2804.txt,168,1,2.8304,0.0
2805.txt,1546,4,3.339,0.4997
2806.txt,2180,6,3.1657,1.2115
2807.txt,161,1,2.7645,0.0
2808.txt,53,1,2.8713,0.0
2809.txt,1823,5,2.681,0.7708
281.txt,1724,5,2.4476,0.6063
2810.txt,1003,3,2.4097,1.0913
2811.txt,1657,5,2.2104,0.4288
2812.txt,1484,4,3.2535,0.61
2813.txt,368,1,3.4027,0.0
2814.txt,84,1,3.1416,0.0
2815.txt,2896,8,2.7953,0.8574
2816.txt,97,1,2.2006,0.0
2817.txt,1023,3,2.6745,0.418
2818.txt,1127,3,3.029,0.1394
2819.txt,896,3,2.984,0.0432
282.txt,467,2,3.2917,0.3547
2820.txt,2174,6,2.7615,0.3658
2821.txt,1513,4,3.0579,0.5545
2822.txt,136,1,3.0064,0.0
2823.txt,2968,8,3.3982,0.5073
2824.txt,93,1,2.1018,0.0
2825.txt,9752,25,2.7975,0.4601
2826.txt,134,1,3.009,0.0
2827.txt,1021,3,2.1708,0.3867
2828.txt,1292,4,3.1432,0.3023
2829.txt,369,1,2.1092,0.0
283.txt,75,1,3.0121,0.0
2830.txt,70,1,2.9823,0.0
2831.txt,85,1,2.7626,0.0
2832.txt,1217,4,3.0677,0.5252
2833.txt,419,2,2.8826,0.7265
2834.txt,186,1,3.0324,0.0
2835.txt,66,1,4.5207,0.0
2836.txt,1895,5,1.6057,0.1903
2837.txt,189,1,2.8625,0.0
2838.txt,2132,6,3.0026,0.046
2839.txt,61,1,3.0004,0.0
284.txt,28,1,3.0235,0.0
2840.txt,196,1,4.5357,0.0
2841.txt,2307,6,2.8874,0.8655
2842.txt,1989,5,2.9696,0.0748
2843.txt,1518,4,3.079,0.0846
2844.txt,3712,10,2.7508,0.7148
2845.txt,1003,3,3.422,0.9109
2846.txt,883,3,3.7885,0.4769
2847.txt,1853,5,3.742,0.564
2848.txt,3124,8,3.2589,0.6848
2849.txt,1110,3,3.437,0.8525
285.txt,526,2,3.2517,0.2789
2850.txt,2827,8,2.4807,0.6468
2851.txt,3373,9,2.3082,0.4137
2852.txt,1057,3,3.5283,0.4799
2853.txt,122,1,3.0059,0.0
2854.txt,835,3,2.9852,0.0151
2855.txt,629,2,2.5163,0.4847
2856.txt,2487,7,3.4104,0.6667
2857.txt,62,1,2.323,0.0
2858.txt,2133,6,3.1312,0.2269
2859.txt,3948,10,2.9815,0.5956
286.txt,191,1,3.2365,0.0
2860.txt,257,1,3.0907,0.0
2861.txt,6471,17,2.8362,0.5053
2862.txt,193,1,2.7877,0.0
2863.txt,129,1,2.2972,0.0
2864.txt,353,1,2.2924,0.0
2865.txt,3840,10,3.2414,0.3854
2866.txt,1547,4,3.3584,0.7014
2867.txt,263,1,3.0347,0.0
2868.txt,1819,5,3.0691,0.207
2869.txt,277,1,2.917,0.0
287.txt,972,3,3.3561,0.4225
2870.txt,4469,12,3.1118,0.7892
2871.txt,2044,6,2.805,0.4629
2872.txt,644,2,1.2554,0.0263
2873.txt,78,1,2.29,0.0
2874.txt,1184,3,3.6882,0.5027
2875.txt,877,3,3.095,0.1127
2876.txt,94,1,2.9994,0.0
2877.txt,2203,6,3.0383,0.481
2878.txt,794,2,2.9696,0.0063
2879.txt,131,1,3.277,0.0
288.txt,89,1,3.0124,0.0
2880.txt,1079,3,2.8091,0.6247
2881.txt,252,1,2.6572,0.0
2882.txt,88,1,2.9562,0.0
2883.txt,221,1,2.0676,0.0
2884.txt,2052,6,4.0031,0.1327
2885.txt,2401,7,2.7873,0.4159
2886.txt,2187,6,3.3066,0.5262
2887.txt,116,1,2.9973,0.0
2888.txt,786,2,3.0318,0.5347
2889.txt,1719,5,3.191,0.2571
289.txt,494,2,4.1763,0.1453
2890.txt,930,3,3.0372,0.0308
2891.txt,4194,11,3.5522,0.5755
2892.txt,502,2,1.9651,0.1549
2893.txt,2764,7,3.6458,0.7309
2894.txt,1729,5,4.081,0.4831
2895.txt,2142,6,2.2962,0.4859
2896.txt,165,1,2.9472,0.0
2897.txt,1354,4,3.1556,0.4868
2898.txt,1508,4,2.4783,0.4904
2899.txt,2627,7,3.2728,0.5477
29.txt,369,1,4.2426,0.0
290.txt,276,1,2.9226,0.0
2900.txt,137,1,2.9878,0.0
2901.txt,70,1,3.0038,0.0
2902.txt,1235,4,2.7094,0.4995
2903.txt,5327,14,3.3229,0.6522
2904.txt,872,3,2.4984,0.6214
2905.txt,563,2,3.1311,0.1111
2906.txt,2549,7,3.2932,0.6485
